time,success,flying,dropped,failed
0,0,0,0,0
10000,0,5,1,0
20000,0,15,1,0
30000,0,25,2,0
40000,0,33,3,0
50000,0,46,4,0
60000,0,51,6,0
70000,1,61,7,0
80000,1,67,8,0
90000,4,70,13,0
100000,7,75,14,0
110000,10,82,14,0
120000,16,84,15,0
130000,29,80,18,0
140000,33,85,20,0
150000,46,80,22,0
160000,57,77,24,0
170000,65,73,26,0
180000,76,65,28,0
190000,81,70,31,0
200000,90,67,36,0
210000,97,69,38,0
220000,104,67,40,0
230000,107,68,42,0
240000,115,64,46,0
250000,125,63,51,0
260000,133,65,55,0
270000,140,61,57,0
280000,145,64,60,0
290000,147,71,63,0
300000,149,78,65,0
310000,158,80,67,0
320000,160,89,71,0
330000,169,90,72,0
340000,174,94,73,0
350000,184,87,77,0
360000,194,81,81,0
370000,204,79,83,0
380000,212,77,90,0
390000,222,74,92,0
400000,226,80,94,0
410000,234,77,97,0
420000,241,79,99,0
430000,252,74,100,0
440000,261,74,101,0
450000,269,77,102,0
460000,276,73,105,0
470000,285,77,108,0
480000,290,81,110,0
490000,292,88,114,0
500000,302,86,117,0
510000,307,88,120,0
520000,312,88,123,0
530000,322,85,128,0
540000,333,86,129,0
550000,342,83,133,0
560000,346,82,138,0
570000,354,83,138,0
580000,369,78,139,0
590000,381,72,140,0
600000,389,73,146,0
610000,393,78,148,0
620000,400,77,150,0
630000,403,88,150,0
640000,412,85,154,0
650000,418,82,154,0
660000,427,81,155,0
670000,436,78,160,0
680000,442,80,161,0
690000,451,77,162,0
700000,458,80,164,0
710000,463,77,165,1
720000,472,76,167,1
730000,485,72,168,1
740000,493,75,168,1
750000,501,74,169,1
760000,512,74,173,1
770000,515,83,175,1
780000,525,84,176,1
790000,537,84,179,1
800000,543,81,180,1
810000,547,83,182,1
820000,553,85,188,1
830000,561,82,189,1
840000,569,83,192,1
850000,577,86,192,1
860000,584,87,195,1
870000,601,74,196,1
880000,610,75,199,1
890000,615,75,200,1
900000,624,76,203,1
910000,634,72,207,1
920000,642,69,208,1
930000,648,70,211,1
940000,650,79,214,1
950000,661,73,217,1
960000,668,72,219,1
970000,679,67,220,1
980000,686,68,223,1
990000,689,70,223,1
1000000,700,65,224,1
1010000,701,70,224,1
1020000,706,72,227,1
1030000,714,73,229,1
1040000,723,72,230,1
1050000,730,78,231,1
1060000,736,75,235,1
1070000,745,73,240,1
1080000,752,72,241,1
1090000,760,70,246,1
1100000,765,73,247,1
1110000,776,72,247,1
1120000,779,73,252,1
1130000,783,81,252,1
1140000,792,81,254,1
1150000,798,83,256,1
1160000,808,79,260,1
1170000,815,78,260,1
1180000,825,72,261,1
1190000,832,76,263,1
1200000,839,79,264,1
1210000,844,82,267,1
1220000,853,78,269,1
1230000,864,71,271,1
1240000,870,72,272,1
1250000,880,73,275,1
1260000,883,79,280,1
1270000,889,76,282,1
1280000,896,77,285,1
1290000,903,81,286,1
1300000,908,84,289,1
1310000,917,88,289,1
1320000,927,93,289,1
1330000,933,97,290,1
1340000,939,99,292,1
1350000,953,92,292,1
1360000,964,86,295,1
1370000,974,82,299,1
1380000,982,83,303,1
1390000,991,82,304,1
1400000,998,87,304,1
1410000,1002,90,305,1
1420000,1019,83,306,1
1430000,1028,79,308,1
1440000,1041,75,309,1
1450000,1047,81,309,1
1460000,1059,73,311,1
1470000,1063,78,318,1
1480000,1070,82,318,1
1490000,1077,85,321,1
1500000,1085,84,325,1
1510000,1089,87,328,1
1520000,1100,82,330,1
1530000,1111,80,333,1
1540000,1116,87,334,1
1550000,1125,84,338,1
1560000,1130,84,341,1
1570000,1134,85,344,2
1580000,1143,85,346,2
1590000,1156,78,347,2
1600000,1165,81,350,2
1610000,1171,86,350,2
1620000,1186,78,351,2
1630000,1195,80,354,2
1640000,1204,81,354,2
1650000,1212,74,356,2
1660000,1221,73,357,2
1670000,1230,73,359,2
1680000,1238,71,362,2
1690000,1243,70,365,2
1700000,1258,64,368,2
1710000,1263,61,370,2
1720000,1268,64,372,2
1730000,1275,67,372,2
1740000,1283,70,372,2
1750000,1289,71,373,2
1760000,1293,78,377,2
1770000,1301,80,381,2
1780000,1311,81,382,2
1790000,1316,88,385,2
1800000,1325,82,386,2
1810000,1333,80,388,2
1820000,1342,82,391,2
1830000,1348,81,392,2
1840000,1359,80,394,2
1850000,1365,84,395,2
1860000,1374,84,397,2
1870000,1386,74,400,2
1880000,1399,72,402,2
1890000,1406,69,404,2
1900000,1414,73,405,2
1910000,1418,75,409,2
1920000,1424,74,410,2
1930000,1430,75,413,2
1940000,1433,85,414,2
1950000,1442,79,419,2
1960000,1447,80,421,2
1970000,1458,74,423,2
1980000,1468,73,425,2
1990000,1476,67,428,2
2000000,1485,63,430,2
2010000,1493,59,432,2
2020000,1499,62,433,2
2030000,1503,67,435,2
2040000,1510,64,440,2
2050000,1516,70,442,2
2060000,1517,74,444,2
2070000,1528,71,447,3
2080000,1534,70,449,3
2090000,1539,72,453,3
2100000,1549,70,454,3
2110000,1558,69,456,3
2120000,1563,72,457,3
2130000,1570,76,458,3
2140000,1581,73,461,3
2150000,1591,69,465,3
2160000,1598,68,469,3
2170000,1605,64,472,3
2180000,1614,58,474,3
2190000,1621,59,479,3
2200000,1625,64,481,3
2210000,1629,68,484,3
2220000,1636,67,485,3
2230000,1638,70,486,3
2240000,1648,67,487,3
2250000,1656,72,488,3
2260000,1664,71,495,3
2270000,1671,67,497,3
2280000,1676,73,497,3
2290000,1680,78,500,3
2300000,1689,79,501,3
2310000,1696,80,506,3
2320000,1705,82,510,3
2330000,1713,83,512,3
2340000,1722,78,518,3
2350000,1732,72,521,3
2360000,1740,69,524,3
2370000,1748,70,525,3
2380000,1754,76,526,3
2390000,1762,77,526,3
2400000,1770,77,530,3
2410000,1778,75,532,3
2420000,1787,76,533,3
2430000,1795,73,535,3
2440000,1801,75,537,3
2450000,1810,73,542,3
2460000,1819,70,542,3
2470000,1830,73,544,3
2480000,1834,78,546,3
2490000,1840,84,547,3
2500000,1849,84,549,3
2510000,1856,87,549,3
2520000,1858,91,551,3
2530000,1869,91,551,4
2540000,1880,93,551,4
2550000,1888,92,554,4
2560000,1900,88,554,4
2570000,1910,85,556,4
2580000,1919,86,557,4
2590000,1930,82,557,4
2600000,1940,83,561,4
2610000,1944,89,562,4
2620000,1956,82,565,4
2630000,1963,88,566,4
2640000,1970,89,568,4
2650000,1981,80,569,4
2660000,1986,80,573,4
2670000,1994,81,575,4
2680000,2002,81,576,4
2690000,2014,75,577,4
2700000,2031,69,578,4
2710000,2035,65,581,5
2720000,2041,65,585,5
2730000,2046,69,586,5
2740000,2050,75,587,5
2750000,2054,77,589,5
2760000,2065,77,593,5
2770000,2074,80,595,5
2780000,2083,79,599,5
2790000,2088,87,601,5
2800000,2101,76,603,5
2810000,2105,75,608,5
2820000,2110,81,611,5
2830000,2116,78,614,5
2840000,2123,82,615,5
2850000,2133,78,620,5
2860000,2140,78,624,5
2870000,2156,65,626,5
2880000,2165,65,630,5
2890000,2171,63,632,5
2900000,2173,68,638,5
2910000,2182,66,641,5
2920000,2189,64,642,5
2930000,2193,67,645,5
2940000,2194,76,649,5
2950000,2202,75,650,5
2960000,2209,73,653,5
2970000,2219,69,654,5
2980000,2225,72,656,5
2990000,2231,71,656,5
3000000,2237,70,658,5
3010000,2245,67,659,5
3020000,2251,69,661,5
3030000,2261,70,661,5
3040000,2270,66,665,5
3050000,2279,70,666,5
3060000,2283,71,668,5
3070000,2290,76,668,5
3080000,2296,74,671,5
3090000,2299,78,675,5
3100000,2304,80,677,5
3110000,2311,83,677,5
3120000,2323,76,681,5
3130000,2328,74,689,6
3140000,2338,71,693,6
3150000,2346,71,695,6
3160000,2356,69,697,6
3170000,2362,69,697,6
3180000,2373,62,698,6
3190000,2380,68,698,6
3200000,2382,73,702,6
3210000,2391,74,703,6
3220000,2395,75,705,6
3230000,2403,72,706,6
3240000,2413,67,709,6
3250000,2417,75,711,6
3260000,2422,83,712,6
3270000,2427,83,712,6
3280000,2436,80,717,6
3290000,2445,79,721,6
3300000,2452,80,724,6
3310000,2461,83,725,6
3320000,2468,87,729,6
3330000,2481,83,731,6
3340000,2490,81,734,6
3350000,2495,81,736,6
3360000,2502,79,739,6
3370000,2513,74,743,6
3380000,2523,72,748,6
3390000,2529,73,750,6
3400000,2533,77,754,6
3410000,2542,76,754,6
3420000,2549,78,756,6
3430000,2552,82,756,6
3440000,2564,76,760,6
3450000,2572,78,762,6
3460000,2578,77,763,6
3470000,2581,89,764,6
3480000,2592,88,765,6
3490000,2600,88,770,6
3500000,2609,89,771,6
3510000,2618,89,772,6
3520000,2628,85,774,6
3530000,2636,85,778,6
3540000,2643,90,779,6
3550000,2650,89,783,6
3560000,2658,87,785,6
3570000,2667,83,789,6
3580000,2678,79,793,6
3590000,2689,72,796,6
3600000,2699,75,798,6
3610000,2706,76,801,6
3620000,2712,74,805,6
3630000,2719,77,809,6
3640000,2734,70,811,6
3650000,2741,66,811,6
3660000,2749,65,813,6
3670000,2758,63,817,6
3680000,2762,66,819,6
3690000,2764,68,822,6
3700000,2769,72,824,7
3710000,2773,70,826,7
3720000,2782,69,828,7
3730000,2792,68,829,7
3740000,2801,69,830,7
3750000,2809,66,833,7
3760000,2813,75,835,7
3770000,2816,83,838,7
3780000,2825,81,843,7
3790000,2833,85,846,7
3800000,2838,84,846,7
3810000,2843,84,849,7
3820000,2851,89,850,7
3830000,2861,81,853,8
3840000,2869,81,857,8
3850000,2876,82,860,8
3860000,2880,87,862,8
3870000,2887,82,865,8
3880000,2900,82,865,8
3890000,2909,77,867,8
3900000,2920,76,870,8
3910000,2922,81,873,8
3920000,2931,75,876,8
3930000,2940,74,878,8
3940000,2951,77,878,8
3950000,2955,79,880,8
3960000,2960,78,884,8
3970000,2969,75,885,8
3980000,2976,75,889,8
3990000,2984,70,891,8
4000000,2992,67,893,8
4010000,2998,66,894,8
4020000,3002,69,897,8
4030000,3008,73,898,8
4040000,3014,74,900,8
4050000,3023,77,901,9
4060000,3031,76,901,9
4070000,3037,80,903,9
4080000,3046,77,904,9
4090000,3057,74,907,9
4100000,3061,76,910,9
4110000,3066,79,912,9
4120000,3074,77,915,9
4130000,3079,78,921,9
4140000,3088,78,923,9
4150000,3098,73,928,9
4160000,3106,73,930,9
4170000,3114,69,932,9
4180000,3126,62,932,9
4190000,3132,63,938,9
4200000,3135,69,940,9
4210000,3147,65,943,9
4220000,3151,65,946,9
4230000,3156,66,946,9
4240000,3167,63,946,9
4250000,3173,71,946,9
4260000,3178,75,951,9
4270000,3186,69,954,9
4280000,3192,74,954,9
4290000,3199,74,959,9
4300000,3208,75,960,9
4310000,3213,80,963,9
4320000,3222,82,967,9
4330000,3225,88,969,9
4340000,3236,83,973,9
4350000,3246,78,975,9
4360000,3252,78,977,9
4370000,3260,76,981,9
4380000,3267,80,983,9
4390000,3275,78,986,9
4400000,3283,79,989,9
4410000,3295,72,992,9
4420000,3302,75,993,9
4430000,3312,71,994,9
4440000,3321,69,997,9
4450000,3326,76,997,9
4460000,3330,76,999,9
4470000,3336,82,1003,9
4480000,3344,83,1005,9
4490000,3354,83,1008,9
4500000,3362,84,1010,9
4510000,3369,86,1011,9
4520000,3378,81,1015,9
4530000,3384,84,1018,9
4540000,3392,88,1019,9
4550000,3396,89,1024,9
4560000,3406,85,1026,9
4570000,3418,82,1026,9
4580000,3431,79,1027,9
4590000,3438,77,1029,9
4600000,3443,84,1032,9
4610000,3450,80,1040,9
4620000,3460,76,1042,9
4630000,3467,79,1046,9
4640000,3472,83,1047,9
4650000,3482,75,1048,9
4660000,3488,75,1051,9
4670000,3499,73,1053,9
4680000,3509,68,1057,9
4690000,3517,66,1058,9
4700000,3521,73,1059,9
4710000,3532,65,1060,9
4720000,3538,66,1063,9
4730000,3546,68,1063,9
4740000,3551,74,1063,9
4750000,3560,72,1064,9
4760000,3568,77,1066,9
4770000,3573,85,1067,9
4780000,3582,86,1069,9
4790000,3588,92,1072,9
4800000,3597,86,1073,9
4810000,3604,86,1074,9
4820000,3610,93,1075,9
4830000,3617,89,1078,9
4840000,3624,91,1081,9
4850000,3630,95,1082,9
4860000,3640,92,1086,9
4870000,3652,85,1086,9
4880000,3662,84,1090,9
4890000,3676,75,1091,9
4900000,3683,80,1092,9
4910000,3700,71,1094,9
4920000,3705,71,1095,9
4930000,3715,71,1095,9
4940000,3722,75,1098,9
4950000,3733,70,1100,9
4960000,3735,74,1102,9
4970000,3742,74,1102,9
4980000,3746,80,1103,9
4990000,3753,75,1106,9
