time,success,flying,dropped,failed
0,0,0,0,0
10000,0,8,0,0
20000,0,24,0,0
30000,0,34,0,0
40000,0,43,0,0
50000,1,48,0,0
60000,1,59,0,0
70000,2,69,0,0
80000,2,79,0,0
90000,2,94,0,0
100000,2,109,0,0
110000,2,118,0,0
120000,2,135,0,0
130000,4,142,0,0
140000,6,153,0,0
150000,7,163,0,0
160000,10,167,0,0
170000,10,179,0,0
180000,14,183,0,0
190000,19,188,0,0
200000,28,192,0,0
210000,35,196,0,0
220000,39,201,0,0
230000,50,197,0,0
240000,57,201,0,0
250000,68,199,0,0
260000,75,203,0,0
270000,88,193,0,0
280000,98,199,0,0
290000,110,192,0,0
300000,118,195,0,0
310000,128,195,0,0
320000,142,191,0,0
330000,154,185,0,0
340000,163,185,0,0
350000,178,178,0,0
360000,189,184,0,0
370000,201,177,0,0
380000,214,171,0,0
390000,222,178,0,0
400000,230,174,0,0
410000,241,175,0,0
420000,249,178,0,0
430000,253,190,0,0
440000,265,185,0,0
450000,273,186,0,0
460000,289,181,0,0
470000,301,180,0,0
480000,308,181,0,0
490000,318,182,0,0
500000,328,180,0,0
510000,337,182,0,0
520000,347,178,0,0
530000,357,179,0,0
540000,363,183,0,0
550000,368,188,0,0
560000,375,192,0,0
570000,383,194,0,0
580000,394,192,0,0
590000,403,195,0,0
600000,411,198,0,0
610000,424,189,0,0
620000,436,183,0,0
630000,455,174,0,0
640000,466,175,0,0
650000,471,180,0,0
660000,480,185,0,0
670000,492,185,0,0
680000,505,179,0,0
690000,512,180,0,0
700000,520,183,0,0
710000,529,179,0,0
720000,542,174,0,0
730000,555,168,0,0
740000,562,174,0,0
750000,570,175,0,0
760000,573,180,0,0
770000,585,173,0,0
780000,596,173,0,0
790000,611,163,0,0
800000,617,169,0,0
810000,622,176,0,0
820000,632,171,0,0
830000,640,180,0,0
840000,653,181,0,0
850000,660,186,0,0
860000,671,182,0,0
870000,679,183,0,0
880000,689,185,0,0
890000,693,190,0,0
900000,703,190,0,0
910000,716,185,0,0
920000,720,190,0,0
930000,730,190,0,0
940000,742,191,0,0
950000,751,193,0,0
960000,757,199,0,0
970000,767,200,0,0
980000,778,200,0,0
990000,788,197,0,0
1000000,795,195,0,0
1010000,801,197,0,0
1020000,811,203,0,0
1030000,819,205,0,0
1040000,826,207,0,0
1050000,832,207,0,0
1060000,847,203,0,0
1070000,862,199,0,0
1080000,868,203,0,0
1090000,883,203,0,0
1100000,890,211,0,0
1110000,901,209,0,0
1120000,914,213,0,0
1130000,923,213,0,0
1140000,934,215,0,0
1150000,947,213,0,0
1160000,961,206,0,0
1170000,973,206,0,0
1180000,982,205,0,0
1190000,991,206,0,0
1200000,996,214,0,0
1210000,1008,213,0,0
1220000,1020,210,0,0
1230000,1036,201,0,0
1240000,1050,198,0,0
1250000,1063,194,0,0
1260000,1072,196,0,0
1270000,1080,191,0,0
1280000,1092,195,0,0
1290000,1099,193,0,0
1300000,1109,194,0,0
1310000,1121,192,0,0
1320000,1126,197,0,0
1330000,1134,195,0,0
1340000,1151,187,0,0
1350000,1160,186,0,0
1360000,1170,193,0,0
1370000,1183,185,0,0
1380000,1192,183,0,0
1390000,1210,180,0,0
1400000,1215,179,0,0
1410000,1226,180,0,0
1420000,1232,185,0,0
1430000,1242,191,0,0
1440000,1248,192,0,0
1450000,1260,189,0,0
1460000,1273,187,0,0
1470000,1282,189,0,0
1480000,1292,187,0,0
1490000,1301,189,0,0
1500000,1309,189,0,0
1510000,1316,193,0,0
1520000,1325,190,0,0
1530000,1336,190,0,0
1540000,1346,190,0,0
1550000,1358,188,0,0
1560000,1367,190,0,0
1570000,1374,193,0,0
1580000,1386,190,0,0
1590000,1397,191,0,0
1600000,1407,192,0,0
1610000,1414,189,0,0
1620000,1427,182,0,0
1630000,1438,181,0,0
1640000,1445,186,0,0
1650000,1458,183,0,0
1660000,1470,185,0,0
1670000,1476,191,0,0
1680000,1490,184,0,0
1690000,1497,185,0,0
1700000,1506,187,0,0
1710000,1516,182,0,0
1720000,1530,176,0,0
1730000,1539,174,0,0
1740000,1546,180,0,0
1750000,1559,176,0,0
1760000,1574,169,0,0
1770000,1585,163,0,0
1780000,1591,168,0,0
1790000,1603,161,0,0
1800000,1608,168,0,0
1810000,1616,172,0,0
1820000,1626,167,0,0
1830000,1641,169,0,0
1840000,1648,176,0,0
1850000,1655,181,0,0
1860000,1663,180,0,0
1870000,1673,179,0,0
1880000,1679,185,0,0
1890000,1689,184,0,0
1900000,1696,187,0,0
1910000,1702,189,0,0
1920000,1708,192,0,0
1930000,1716,194,0,0
1940000,1729,194,0,0
1950000,1739,195,0,0
1960000,1747,199,0,0
1970000,1754,203,0,0
1980000,1757,211,0,0
1990000,1774,201,0,0
2000000,1784,196,0,0
2010000,1798,190,0,0
2020000,1804,200,0,0
2030000,1810,203,0,1
2040000,1818,204,0,1
2050000,1829,199,0,1
2060000,1842,197,0,1
2070000,1854,196,0,1
2080000,1863,197,0,1
