type,start,end,duration
RETRIEVE,1614825,1802217,187392
RETRIEVE,3052075,3227779,175704
RETRIEVE,6200665,6514045,313380
DELETE,8566930,9329701,762771
ADD,8564180,9652004,1087824
ADD,5739214,6735422,996208
ADD,4291479,5091725,800246
RETRIEVE,3940171,4144645,204474
RETRIEVE,950822,1172296,221474
RETRIEVE,4330207,4557459,227252
ADD,5348721,6306240,957519
DELETE,6043672,7146004,1102332
DELETE,301003,1379405,1078402
DELETE,1030620,1989668,959048
DELETE,3062090,4160790,1098700
DELETE,2563691,3368180,804489
RETRIEVE,5955735,6191389,235654
DELETE,2948599,3550344,601745
RETRIEVE,9118496,9271102,152606
DELETE,218320,1319105,1100785
RETRIEVE,2840180,2840180,0
RETRIEVE,6644653,6903053,258400
ADD,1090379,2568135,1477756
DELETE,4268138,5291009,1022871
DELETE,4346185,5547758,1201573
ADD,4138305,4966983,828678
ADD,5258136,6105316,847180
ADD,8029459,8931716,902257
ADD,3295462,4201758,906296
RETRIEVE,8636336,8905634,269298
RETRIEVE,1079674,1210352,130678
RETRIEVE,252564,464646,212082
RETRIEVE,6840550,7008374,167824
RETRIEVE,1334565,1534063,199498
RETRIEVE,282057,466645,184588
RETRIEVE,2346601,2522567,175966
DELETE,3419113,4100097,680984
RETRIEVE,3725533,3926431,200898
ADD,4613733,5619455,1005722
DELETE,817701,1567150,749449
RETRIEVE,1884772,2172952,288180
DELETE,4591915,5739884,1147969
RETRIEVE,7782658,7964142,181484
DELETE,7626379,8370056,743677
ADD,5621056,6595548,974492
DELETE,1885205,2726409,841204
ADD,5874390,6630352,755962
RETRIEVE,918213,1141325,223112
RETRIEVE,7808012,8054350,246338
ADD,1295601,2807098,1511497
DELETE,7478123,8585449,1107326
RETRIEVE,2566718,2801068,234350
DELETE,6904518,8161863,1257345
DELETE,1748604,2771243,1022639
RETRIEVE,3414403,3734693,320290
ADD,4314639,5621790,1307151
DELETE,5946051,6828815,882764
RETRIEVE,8395075,8567845,172770
ADD,13278,958114,944836
DELETE,6650137,7426397,776260
ADD,2447921,3339487,891566
ADD,6205617,6975077,769460
ADD,5387929,6054933,667004
ADD,7871850,8597832,725982
DELETE,3026708,4133413,1106705
RETRIEVE,1551714,1741018,189304
ADD,7669318,8583183,913865
ADD,5330932,6010971,680039
RETRIEVE,3010334,3316272,305938
RETRIEVE,3316390,3507272,190882
DELETE,8445946,9581621,1135675
RETRIEVE,241755,415471,173716
RETRIEVE,7592590,7783950,191360
DELETE,2343242,3271587,928345
ADD,7075213,8154338,1079125
RETRIEVE,777315,986201,208886
ADD,45128,1085898,1040770
ADD,5050166,5386698,336532
DELETE,3485936,4727013,1241077
RETRIEVE,4618213,4819903,201690
DELETE,736871,1967562,1230691
RETRIEVE,8955864,9182850,226986
RETRIEVE,1525753,1602587,76834
RETRIEVE,3367435,3504237,136802
ADD,306962,1526008,1219046
ADD,6471617,7262126,790509
RETRIEVE,2018077,2356243,338166
ADD,6530172,7415651,885479
DELETE,3660661,4545334,884673
DELETE,3391934,4598843,1206909
ADD,8646843,9704706,1057863
RETRIEVE,2252564,2414756,162192
RETRIEVE,2950822,3141738,190916
ADD,3854781,4803369,948588
RETRIEVE,1861196,2047814,186618
RETRIEVE,8480085,8720381,240296
ADD,1488492,2275777,787285
RETRIEVE,107082,283334,176252
DELETE,439663,1403084,963421
ADD,3309204,4116491,807287
RETRIEVE,7200935,7418749,217814
RETRIEVE,7862386,8095410,233024
ADD,6212495,7155182,942687
RETRIEVE,7450830,7638544,187714
RETRIEVE,745196,937914,192718
RETRIEVE,3672891,3848879,175988
RETRIEVE,1574608,1768328,193720
RETRIEVE,9212177,9452397,240220
RETRIEVE,5010334,5274546,264212
RETRIEVE,6170806,6258168,87362
ADD,6771148,7802876,1031728
DELETE,2424008,4021396,1597388
RETRIEVE,2170157,2372911,202754
DELETE,1421688,2786871,1365183
RETRIEVE,4673418,4955626,282208
RETRIEVE,954495,1171153,216658
DELETE,4919752,5971407,1051655
RETRIEVE,6949225,7179355,230130
RETRIEVE,2419188,2630096,210908
ADD,6976711,7850461,873750
RETRIEVE,3994616,4177460,182844
DELETE,930254,1919643,989389
ADD,5653124,6405306,752182
RETRIEVE,9728346,9881990,153644
ADD,3296630,4071000,774370
RETRIEVE,5111895,5334753,222858
ADD,6890505,7887704,997199
RETRIEVE,2353245,2394027,40782
RETRIEVE,4568034,4735384,167350
DELETE,9048567,9698691,650124
DELETE,7792808,8721589,928781
RETRIEVE,6534648,6834772,300124
DELETE,8283370,9424743,1141373
ADD,8668974,9385756,716782
RETRIEVE,7632211,7836369,204158
RETRIEVE,6777315,6994171,216856
RETRIEVE,8559990,8899040,339050
ADD,5477734,6850820,1373086
DELETE,1825260,2515157,689897
ADD,1376282,2330151,953869
DELETE,1707679,2614948,907269
RETRIEVE,7702181,7904551,202370
ADD,7875036,9080148,1205112
RETRIEVE,1541614,1722756,181142
RETRIEVE,4361864,4567768,205904
RETRIEVE,9146805,9273243,126438
RETRIEVE,719605,960441,240836
ADD,4297721,5870697,1572976
RETRIEVE,6458788,6585770,126982
DELETE,7429474,8832410,1402936
ADD,711508,1670732,959224
RETRIEVE,8282933,8471261,188328
DELETE,3462269,4362617,900348
RETRIEVE,3029227,3230259,201032
ADD,557340,1213597,656257
RETRIEVE,6263366,6466566,203200
RETRIEVE,1311370,1494626,183256
DELETE,2255147,3037781,782634
RETRIEVE,8168311,8423181,254870
ADD,206363,1604445,1398082
RETRIEVE,4387598,4564462,176864
DELETE,5122090,5907281,785191
RETRIEVE,3075172,3384390,309218
DELETE,5812254,6467344,655090
RETRIEVE,3387824,3570812,182988
DELETE,9090379,9862655,772276
DELETE,7593894,8010322,416428
ADD,2047192,3159233,1112041
RETRIEVE,1604989,1786273,181284
ADD,1365595,2049600,684005
RETRIEVE,5536456,5757172,220716
RETRIEVE,8895718,9035040,139322
RETRIEVE,5905214,6036596,131382
RETRIEVE,7035936,7153036,117100
DELETE,1149886,2004913,855027
RETRIEVE,1175923,1468311,292388
DELETE,6967871,8029754,1061883
RETRIEVE,9679127,9878323,199196
ADD,2419685,3158350,738665
ADD,900510,2023224,1122714
ADD,734824,1736998,1002174
ADD,2039665,3298863,1259198
RETRIEVE,8743635,8958947,215312
DELETE,8142168,8979398,837230
ADD,8012407,8876364,863957
DELETE,2764844,3713738,948894
DELETE,3350537,4046002,695465
RETRIEVE,2498970,2694692,195722
RETRIEVE,8741031,8894681,153650
RETRIEVE,7551462,7846318,294856
ADD,330207,1865921,1535714
RETRIEVE,5097063,5417133,320070
RETRIEVE,375236,600768,225532
ADD,988408,1683419,695011
RETRIEVE,5142735,5404997,262262
ADD,7478552,8366662,888110
ADD,8314790,8967462,652672
RETRIEVE,5475919,5679057,203138
DELETE,4878774,6156204,1277430
RETRIEVE,372674,520982,148308
ADD,1854912,2852797,997885
RETRIEVE,9077805,9232621,154816
DELETE,788988,1645173,856185
RETRIEVE,6605768,6804764,198996
DELETE,6960884,8044835,1083951
ADD,2314299,3448723,1134424
RETRIEVE,4388534,4681092,292558
ADD,2481665,3680449,1198784
RETRIEVE,6424008,6625804,201796
DELETE,8000158,9128690,1128532
RETRIEVE,1488543,1737417,248874
RETRIEVE,6988408,7003832,15424
DELETE,1560386,2339620,779234
ADD,901243,1912570,1011327
RETRIEVE,1781637,1974915,193278
RETRIEVE,1161019,1351301,190282
RETRIEVE,3825260,4025680,200420
ADD,7042370,7434952,392582
RETRIEVE,1329284,1598192,268908
RETRIEVE,9495550,9729690,234140
DELETE,4511242,5447536,936294
RETRIEVE,8582600,8858648,276048
RETRIEVE,9538011,9739349,201338
RETRIEVE,9517033,9697375,180342
RETRIEVE,3584777,3685807,101030
DELETE,5158795,6116935,958140
RETRIEVE,1186956,1365592,178636
RETRIEVE,7005755,7246799,241044
DELETE,1789482,2387132,597650
DELETE,8146368,8542776,396408
ADD,3413839,4408073,994234
DELETE,279603,1378896,1099293
RETRIEVE,5485889,5684239,198350
RETRIEVE,9355860,9566456,210596
DELETE,3872138,4769670,897532
ADD,5992512,7270480,1277968
DELETE,7316697,8038501,721804
ADD,8314639,9148014,833375
RETRIEVE,892840,1107884,215044
RETRIEVE,2622895,2742137,119242
RETRIEVE,4367859,4562745,194886
DELETE,2833899,4025624,1191725
RETRIEVE,778097,993725,215628
RETRIEVE,8054752,8151836,97084
RETRIEVE,5607185,5801987,194802
RETRIEVE,9342788,9526174,183386
RETRIEVE,4714407,4933257,218850
RETRIEVE,7160532,7366754,206222
ADD,3517033,4599493,1082460
ADD,2866445,3861346,994901
RETRIEVE,3842217,3961251,119034
ADD,7492966,8292285,799319
ADD,3884630,4647475,762845
ADD,5965343,6708677,743334
ADD,6433690,7079219,645529
DELETE,5705326,6417615,712289
ADD,3227111,4258153,1031042
DELETE,3280775,4395383,1114608
RETRIEVE,5841432,6039858,198426
DELETE,3593894,4545456,951562
ADD,8248759,9374252,1125493
DELETE,2338082,3324886,986804
DELETE,3885205,4957020,1071815
RETRIEVE,607268,735022,127754
RETRIEVE,1520437,1691143,170706
DELETE,5499122,6598165,1099043
DELETE,8279603,8924650,645047
DELETE,6445946,7160968,715022
DELETE,8037782,8659205,621423
DELETE,4627114,5521533,894419
RETRIEVE,5616513,5900907,284394
ADD,6929879,7543020,613141
RETRIEVE,3375147,3511415,136268
ADD,6002631,6725593,722962
RETRIEVE,8666071,8830109,164038
RETRIEVE,1550169,1744351,194182
RETRIEVE,8013278,8201622,188344
RETRIEVE,3328814,3590124,261310
RETRIEVE,6039665,6194253,154588
ADD,6579592,7046549,466957
ADD,4136293,4617665,481372
RETRIEVE,3311370,3468236,156866
RETRIEVE,8993970,9196572,202602
ADD,4424069,5145659,721590
ADD,1284895,2013962,729067
RETRIEVE,2535646,2823104,287458
RETRIEVE,3302671,3583773,281102
DELETE,6977175,7966916,989741
RETRIEVE,8171960,8342802,170842
RETRIEVE,4901845,5150975,249130
DELETE,6434532,7223040,788508
RETRIEVE,3034559,3307687,273128
RETRIEVE,2623037,2703295,80258
ADD,4322591,5431770,1109179
ADD,4604514,5439613,835099
RETRIEVE,5104009,5475521,371512
ADD,3108968,3754377,645409
DELETE,5114414,6164587,1050173
ADD,672492,2059326,1386834
ADD,6577701,7630218,1052517
DELETE,3439242,4378130,938888
DELETE,2405700,3185369,779669
RETRIEVE,4614365,4872949,258584
RETRIEVE,6692454,6852812,160358
RETRIEVE,2646785,2864199,217414
DELETE,1016714,2001897,985183
RETRIEVE,6178214,6326206,147992
RETRIEVE,8002631,8240329,237698
DELETE,3138727,4103510,964783
DELETE,7935090,8793989,858899
RETRIEVE,7930971,8111085,180114
DELETE,5733930,6734251,1000321
ADD,29399,1419661,1390262
RETRIEVE,7439521,7623563,184042
ADD,2626485,3567180,940695
RETRIEVE,3563872,3816890,253018
DELETE,865503,2295473,1429970
RETRIEVE,8019827,8206483,186656
DELETE,1691757,2284256,592499
DELETE,5885133,6815331,930198
ADD,703885,1368351,664466
RETRIEVE,6290742,6467680,176938
RETRIEVE,1884630,2022150,137520
RETRIEVE,3935672,4137860,202188
DELETE,2002631,2500105,497474
ADD,4904518,6596264,1691746
RETRIEVE,8611515,8798499,186984
ADD,2650302,3849540,1199238
DELETE,7224945,8027247,802302
RETRIEVE,6777190,6960352,183162
DELETE,6280042,7140220,860178
RETRIEVE,7280775,7451803,171028
ADD,1868095,2754621,886526
ADD,3689250,4959908,1270658
RETRIEVE,5845924,6019088,173164
DELETE,3516976,4680074,1163098
ADD,2326443,3249045,922602
DELETE,7118496,7898638,780142
RETRIEVE,5998063,6336907,338844
RETRIEVE,5560515,5730785,170270
DELETE,8728703,9720603,991900
ADD,2288904,2882849,593945
RETRIEVE,7814953,8085239,270286
ADD,3772767,4468815,696048
ADD,6932769,7177156,244387
ADD,6611244,7708564,1097320
ADD,6615561,8131913,1516352
RETRIEVE,9637860,9815658,177798
ADD,2631252,4176620,1545368
RETRIEVE,4184402,4348996,164594
RETRIEVE,6719605,6870139,150534
RETRIEVE,704060,965156,261096
DELETE,2190471,3277285,1086814
RETRIEVE,6145566,6330082,184516
ADD,1248376,2092572,844196
RETRIEVE,8119113,8322081,202968
DELETE,1732441,2751884,1019443
DELETE,61906,1163219,1101313
RETRIEVE,745937,903017,157080
ADD,2899409,3814655,915246
RETRIEVE,4365731,4654695,288964
ADD,4221832,5137522,915690
DELETE,3949100,5138231,1189131
RETRIEVE,1476974,1711178,234204
RETRIEVE,5652773,5858259,205486
RETRIEVE,940703,1110977,170274
RETRIEVE,3954107,4118795,164688
DELETE,8851869,9895122,1043253
RETRIEVE,8370371,8694107,323736
ADD,4063039,4928859,865820
ADD,6150188,6369904,219716
RETRIEVE,9145773,9302823,157050
DELETE,1852820,2829396,976576
DELETE,3188823,4392397,1203574
RETRIEVE,7940171,8132293,192122
DELETE,179996,1442585,1262589
RETRIEVE,951802,1005048,53246
ADD,4967909,5700987,733078
RETRIEVE,6866445,7052523,186078
DELETE,1713160,2799307,1086147
ADD,4099018,5099163,1000145
RETRIEVE,2043672,2203384,159712
RETRIEVE,2878774,3110596,231822
DELETE,2786853,4022825,1235972
RETRIEVE,8049928,8226124,176196
ADD,717348,1707589,990241
DELETE,3914161,4527505,613344
ADD,4738824,5680408,941584
RETRIEVE,2753682,2975648,221966
DELETE,1046688,1975247,928559
DELETE,343313,1248507,905194
RETRIEVE,5432192,5751378,319186
RETRIEVE,5990546,6268974,278428
ADD,3632211,4629910,997699
ADD,743635,1398688,655053
DELETE,6604556,7691592,1087036
ADD,7320209,7849302,529093
RETRIEVE,3103080,3292776,189696
DELETE,2099079,3334458,1235379
ADD,5933989,6893259,959270
RETRIEVE,8803694,8983260,179566
RETRIEVE,7370465,7571219,200754
ADD,3551787,4438387,886600
DELETE,4782787,5384208,601421
RETRIEVE,638134,973822,335688
ADD,7541184,8562183,1020999
RETRIEVE,9116523,9362197,245674
ADD,4873242,5930141,1056899
DELETE,5176898,6006605,829707
RETRIEVE,4474020,4625458,151438
DELETE,7448658,8552278,1103620
DELETE,3122090,3908532,786442
DELETE,7073064,7887697,814633
ADD,4323653,5163412,839759
RETRIEVE,6973541,7181547,208006
RETRIEVE,5825555,6052493,226938
DELETE,6875829,7794660,918831
ADD,7009122,7984605,975483
RETRIEVE,8950822,9133052,182230
ADD,632834,1311169,678335
RETRIEVE,1954107,2208045,253938
RETRIEVE,2496536,2767000,270464
ADD,7872138,8518714,646576
DELETE,3685934,4576555,890621
RETRIEVE,1817089,1974213,157124
RETRIEVE,7615295,7783125,167830
DELETE,3539831,4256697,716866
DELETE,2650137,3888712,1238575
RETRIEVE,9626379,9748083,121704
RETRIEVE,8931299,9173329,242030
ADD,7731170,8789783,1058613
DELETE,7390724,8622944,1232220
RETRIEVE,626458,811194,184736
DELETE,976711,1795893,819182
DELETE,6169294,6989153,819859
DELETE,6496407,7077780,581373
DELETE,593043,1654056,1061013
RETRIEVE,4820554,5080520,259966
RETRIEVE,3392101,3588147,196046
DELETE,2101749,2905932,804183
RETRIEVE,5764586,5945532,180946
DELETE,8893486,9448511,555025
DELETE,3754108,4789819,1035711
RETRIEVE,4840180,4996466,156286
RETRIEVE,8969319,9091171,121852
DELETE,3180985,3717963,536978
ADD,2711508,3565654,854146
RETRIEVE,1341367,1592651,251284
RETRIEVE,4642115,4719147,77032
RETRIEVE,6048379,6202855,154476
RETRIEVE,1627639,1792803,165164
ADD,8354247,8983350,629103
RETRIEVE,5025486,5176576,151090
ADD,842160,1019750,177590
DELETE,1219098,1924337,705239
RETRIEVE,980807,1176499,195692
RETRIEVE,6873242,7150970,277728
ADD,4161074,4582876,421802
ADD,8274516,9315777,1041261
ADD,1456741,2347602,890861
DELETE,7296008,8237222,941214
ADD,7060671,7758628,697957
RETRIEVE,444336,681720,237384
RETRIEVE,6719600,6936074,216474
ADD,6533382,7554706,1021324
RETRIEVE,2422113,2614861,192748
ADD,413131,1432296,1019165
RETRIEVE,3389640,3663956,274316
RETRIEVE,8988119,9246729,258610
ADD,2416325,3327374,911049
ADD,4290742,5035577,744835
RETRIEVE,7514831,7814521,299690
RETRIEVE,7136752,7335750,198998
RETRIEVE,7011914,7120118,108204
ADD,3511690,4452089,940399
DELETE,7048520,7690353,641833
ADD,7336496,8816207,1479711
DELETE,2746093,4093044,1346951
ADD,3952238,4884484,932246
RETRIEVE,4653002,4801134,148132
ADD,5574608,6539798,965190
RETRIEVE,7104050,7255848,151798
RETRIEVE,9539831,9652635,112804
ADD,2279603,3162562,882959
DELETE,8567810,9525311,957501
RETRIEVE,252520,366416,113896
RETRIEVE,419685,635677,215992
RETRIEVE,7660661,7921953,261292
ADD,7835774,8743617,907843
RETRIEVE,7429623,7575925,146302
ADD,7175499,8101723,926224
RETRIEVE,7604989,7828589,223600
DELETE,4564180,5897234,1333054
RETRIEVE,6973379,7156081,182702
ADD,6741595,7545315,803720
ADD,1885260,3187213,1301953
DELETE,4690788,5449399,758611
ADD,3488543,4481888,993345
RETRIEVE,4975477,5088817,113340
ADD,1695845,2694554,998709
RETRIEVE,131584,203306,71722
RETRIEVE,4741031,4950673,209642
ADD,8892362,9741543,849181
RETRIEVE,7637860,7965096,327236
ADD,3173337,4352898,1179561
DELETE,5697795,6590658,892863
ADD,6799705,7758308,958603
RETRIEVE,8639809,8896629,256820
DELETE,4344499,5133331,788832
ADD,2019254,3012682,993428
RETRIEVE,1103080,1346134,243054
ADD,4741595,6364210,1622615
ADD,8388534,9729973,1341439
DELETE,6482388,6992897,510509
RETRIEVE,4180024,4281486,101462
DELETE,2098774,3013399,914625
RETRIEVE,4273642,4483478,209836
DELETE,4639809,5844838,1205029
DELETE,2938778,3928343,989565
RETRIEVE,9134124,9276882,142758
RETRIEVE,4995680,5164450,168770
DELETE,2188838,2550022,361184
ADD,9004259,9638059,633800
RETRIEVE,911201,1105995,194794
ADD,1884151,2835880,951729
DELETE,6859010,7652113,793103
RETRIEVE,9303469,9480539,177070
DELETE,1014937,2057615,1042678
ADD,2200665,3302654,1101989
DELETE,3200935,4203211,1002276
RETRIEVE,3162009,3350479,188470
RETRIEVE,3039984,3184046,144062
RETRIEVE,7333362,7527536,194174
DELETE,2564147,3405684,841537
DELETE,2788988,3390724,601736
RETRIEVE,7531622,7670652,139030
DELETE,1347811,2217096,869285
DELETE,7163822,8690031,1526209
ADD,3622476,4679060,1056584
RETRIEVE,775093,955975,180882
RETRIEVE,4013278,4220320,207042
DELETE,1323680,2125390,801710
ADD,4218070,5144998,926928
RETRIEVE,9075172,9469194,394022
RETRIEVE,4081465,4314785,233320
DELETE,1646342,3193405,1547063
ADD,3879855,4507115,627260
ADD,2783686,3493594,709908
RETRIEVE,9365231,9544037,178806
RETRIEVE,7138860,7375056,236196
DELETE,4943081,5997117,1054036
ADD,6403646,7317381,913735
RETRIEVE,6248759,6472695,223936
RETRIEVE,1239060,1434552,195492
RETRIEVE,4158347,4319973,161626
RETRIEVE,4545342,4678882,133540
ADD,8380365,9248130,867765
DELETE,3406954,4386004,979050
ADD,4644653,5812633,1167980
ADD,7308943,8380230,1071287
DELETE,1703527,2749151,1045624
RETRIEVE,5227111,5506591,279480
RETRIEVE,9002465,9257447,254982
DELETE,5992955,6470714,477759
ADD,7588581,8575107,986526
ADD,5931205,6975254,1044049
DELETE,7257172,8347618,1090446
RETRIEVE,1391934,1611726,219792
RETRIEVE,5931859,6192741,260882
ADD,4862466,6077019,1214553
RETRIEVE,6198325,6369027,170702
ADD,5842217,6614058,771841
DELETE,2394506,2886171,491665
RETRIEVE,8232422,8385506,153084
DELETE,7061243,8333865,1272622
ADD,1590207,2220978,630771
RETRIEVE,7511976,7689348,177372
ADD,391001,1303078,912077
RETRIEVE,2970361,3146317,175956
RETRIEVE,1323035,1530009,206974
RETRIEVE,468353,649097,180744
ADD,3551462,4970620,1419158
DELETE,2904518,4013697,1109179
ADD,6207839,7221223,1013384
RETRIEVE,5679127,5913115,233988
DELETE,7622932,8129031,506099
RETRIEVE,5274590,5434526,159936
RETRIEVE,8482388,8681450,199062
DELETE,1880622,2685556,804934
RETRIEVE,443403,661973,218570
DELETE,108041,996883,888842
RETRIEVE,4159788,4402784,242996
ADD,8409560,9180799,771239
DELETE,283370,1070173,786803
ADD,1808012,2695649,887637
ADD,6788988,7850603,1061615
DELETE,2979745,3430415,450670
RETRIEVE,8154088,8407338,253250
DELETE,3810936,5493270,1682334
RETRIEVE,3705348,3876476,171128
DELETE,3042442,4062191,1019749
RETRIEVE,3357533,3571875,214342
RETRIEVE,5612727,5769975,157248
RETRIEVE,7771617,8014761,243144
RETRIEVE,3159423,3355243,195820
DELETE,6372206,7394465,1022259
RETRIEVE,800486,1015474,214988
RETRIEVE,1593894,1745650,151756
RETRIEVE,1116523,1294089,177566
ADD,5495550,6458646,963096
RETRIEVE,8141282,8284096,142814
RETRIEVE,3385299,3664259,278960
RETRIEVE,4594205,4748843,154638
RETRIEVE,7862145,8001175,139030
ADD,5561261,7274195,1712934
DELETE,6013278,6834869,821591
RETRIEVE,348219,551435,203216
RETRIEVE,5414339,5571213,156874
ADD,4424008,5420179,996171
RETRIEVE,6372674,6541776,169102
ADD,281175,1425985,1144810
ADD,8383237,9631753,1248516
RETRIEVE,9061319,9241057,179738
RETRIEVE,1228156,1499894,271738
ADD,3075694,4108784,1033090
RETRIEVE,4326443,4515209,188766
RETRIEVE,8699509,8851681,152172
DELETE,9281080,9872588,591508
ADD,6767278,7990660,1223382
DELETE,125625,1445264,1319639
RETRIEVE,4978646,5237496,258850
DELETE,6736935,7953683,1216748
ADD,380109,1388814,1008705
ADD,8537739,9566613,1028874
RETRIEVE,2122118,2326130,204012
DELETE,4825897,6137513,1311616
DELETE,153265,1112433,959168
DELETE,3175382,4028343,852961
DELETE,8060690,9053924,993234
RETRIEVE,1290451,1502005,211554
ADD,3317751,4074898,757147
DELETE,8032666,9242549,1209883
RETRIEVE,18772,308054,289282
RETRIEVE,901845,1113139,211294
DELETE,6420400,7863322,1442922
DELETE,1029227,1855682,826455
RETRIEVE,7450409,7622405,171996
ADD,8966355,9716304,749949
RETRIEVE,7257096,7444830,187734
ADD,8772142,9615014,842872
DELETE,4863446,5746312,882866
ADD,2138305,2933974,795669
RETRIEVE,213654,443002,229348
RETRIEVE,5092628,5279218,186590
RETRIEVE,6747287,6918361,171074
ADD,7905214,8762492,857278
DELETE,2355368,3235233,879865
DELETE,49928,947071,897143
RETRIEVE,290742,443624,152882
RETRIEVE,6288295,6457657,169362
ADD,5372921,6256853,883932
ADD,5915791,6653780,737989
ADD,3469856,4416480,946624
DELETE,1887169,2170124,282955
RETRIEVE,5806780,5950586,143806
RETRIEVE,7326245,7489887,163642
