time,success,flying,dropped,failed
0,0,0,0,0
10000,0,6,2,0
20000,0,18,6,0
30000,0,26,8,0
40000,0,31,12,0
50000,0,37,12,0
60000,0,45,15,0
70000,0,52,19,0
80000,1,55,25,0
90000,1,65,30,0
100000,1,75,35,0
110000,2,80,38,0
120000,3,90,44,0
130000,3,95,48,0
140000,3,105,51,0
150000,4,110,56,0
160000,5,109,63,0
170000,6,116,67,0
180000,8,116,73,0
190000,14,118,75,0
200000,15,126,79,0
210000,22,120,89,0
220000,22,119,99,0
230000,27,118,102,0
240000,36,117,105,0
250000,42,114,111,0
260000,45,113,120,0
270000,51,107,123,0
280000,57,108,132,0
290000,63,104,135,0
300000,67,102,144,0
310000,72,106,145,0
320000,77,107,149,0
330000,80,105,154,0
340000,91,99,158,0
350000,95,100,161,0
360000,96,108,169,0
370000,105,99,174,0
380000,110,97,178,0
390000,116,100,184,0
400000,125,91,188,0
410000,127,96,193,0
420000,133,96,198,0
430000,138,103,202,0
440000,142,100,208,0
450000,144,101,214,0
460000,148,100,222,0
470000,148,106,227,0
480000,150,110,229,0
490000,155,114,231,0
500000,161,111,236,0
510000,165,111,243,0
520000,168,111,246,0
530000,171,111,254,0
540000,176,113,257,0
550000,179,115,262,0
560000,182,117,268,0
570000,186,120,271,0
580000,192,118,276,0
590000,195,121,282,0
600000,201,123,285,0
610000,207,120,286,0
620000,215,115,289,0
630000,219,112,298,0
640000,226,113,302,0
650000,231,115,305,0
660000,238,118,309,0
670000,239,127,311,0
680000,243,125,316,0
690000,248,123,321,0
700000,257,122,324,0
710000,260,122,326,0
720000,265,120,331,0
730000,273,118,332,0
740000,277,120,339,0
750000,280,118,347,0
760000,286,115,352,0
770000,289,110,359,0
780000,293,115,361,0
790000,297,111,366,0
800000,303,114,369,0
810000,308,119,371,0
820000,315,114,374,0
830000,316,126,378,0
840000,326,124,384,0
850000,331,127,388,0
860000,334,130,389,0
870000,337,132,391,2
880000,342,135,395,2
890000,345,136,400,2
900000,355,127,409,2
910000,364,120,415,2
920000,367,119,422,2
930000,372,112,434,2
940000,375,119,437,2
950000,380,123,439,2
