time,success,flying,dropped,failed
0,0,0,0,0
10000,0,8,0,0
20000,0,20,1,0
30000,0,30,3,0
40000,0,35,4,0
50000,0,51,5,0
60000,0,60,7,0
70000,0,67,7,0
80000,0,73,9,0
90000,0,87,10,0
100000,0,87,12,0
110000,0,94,13,0
120000,1,99,15,0
130000,1,107,16,1
140000,1,110,19,1
150000,2,112,20,1
160000,4,118,21,1
170000,5,125,24,1
180000,6,135,25,1
190000,8,139,28,1
200000,10,150,29,1
210000,13,156,36,1
220000,19,159,38,1
230000,25,159,39,1
240000,28,165,41,1
250000,37,164,43,1
260000,45,163,44,1
270000,53,169,46,1
280000,60,169,51,1
290000,70,161,58,1
300000,78,162,60,1
310000,86,160,65,1
320000,91,164,68,1
330000,100,161,69,1
340000,104,168,71,1
350000,111,172,74,1
360000,117,177,77,1
370000,123,175,80,1
380000,132,170,84,1
390000,141,173,85,1
400000,147,175,88,1
410000,155,176,90,1
420000,165,174,93,1
430000,174,170,97,1
440000,180,170,102,1
450000,188,173,105,1
460000,192,173,109,1
470000,202,165,112,1
480000,208,165,115,1
490000,215,162,118,1
500000,223,162,122,1
510000,234,157,124,1
520000,238,164,126,1
530000,245,168,130,1
540000,252,168,133,1
550000,259,172,137,1
560000,263,174,139,1
570000,274,176,140,1
580000,281,175,141,1
590000,294,169,143,1
600000,299,167,146,1
610000,310,161,147,1
620000,321,161,151,1
630000,324,165,154,1
640000,328,166,159,1
650000,336,169,160,1
660000,342,175,163,1
670000,352,173,165,1
680000,357,168,172,1
690000,362,168,172,1
700000,372,168,172,1
710000,379,167,177,1
720000,393,162,177,1
730000,400,159,178,1
740000,405,161,180,1
750000,417,156,182,1
760000,426,154,183,1
770000,432,155,185,1
780000,440,154,187,1
790000,442,158,191,1
800000,448,160,191,1
810000,457,157,193,1
820000,466,155,193,1
830000,471,160,194,1
840000,481,155,199,1
850000,485,154,200,1
860000,496,147,203,1
870000,506,143,205,1
880000,516,138,208,1
890000,523,142,209,1
900000,531,140,211,1
910000,537,141,216,1
920000,548,137,217,1
930000,551,145,218,1
940000,559,142,223,1
950000,573,138,225,1
960000,577,142,231,1
970000,581,140,233,1
980000,583,142,237,1
990000,588,144,240,1
1000000,593,145,245,1
1010000,599,146,246,1
1020000,604,146,246,1
1030000,608,151,249,1
1040000,614,148,251,1
1050000,624,150,255,1
1060000,629,155,255,1
1070000,634,159,256,1
1080000,641,164,256,1
1090000,652,166,258,1
1100000,660,164,260,1
1110000,669,162,261,1
1120000,674,166,261,1
1130000,682,166,263,1
1140000,690,166,266,1
1150000,696,170,267,1
1160000,703,169,271,1
1170000,712,169,271,1
1180000,718,171,273,1
1190000,724,180,273,1
1200000,734,168,280,1
1210000,738,168,281,1
1220000,744,168,286,1
1230000,752,169,288,1
1240000,757,170,291,1
1250000,768,166,293,1
1260000,774,165,296,1
1270000,779,164,302,1
1280000,794,156,302,1
1290000,807,152,305,1
1300000,814,155,308,1
1310000,822,156,309,1
1320000,832,156,311,1
1330000,839,155,316,1
1340000,845,167,318,1
1350000,852,166,321,1
1360000,860,162,326,1
1370000,865,166,330,1
1380000,870,169,332,1
1390000,876,172,335,1
1400000,889,169,338,1
1410000,894,168,342,1
1420000,901,172,345,1
1430000,911,169,347,1
1440000,918,169,351,1
1450000,924,169,354,1
1460000,932,171,358,1
1470000,938,176,358,1
1480000,946,173,361,1
1490000,953,179,364,1
1500000,960,183,365,1
1510000,969,182,367,1
1520000,971,189,368,1
1530000,979,193,370,1
1540000,988,189,379,1
1550000,1004,187,381,1
1560000,1011,188,384,1
1570000,1021,183,388,1
1580000,1032,176,390,1
1590000,1040,176,392,1
1600000,1049,175,394,1
1610000,1057,179,396,1
1620000,1063,176,397,2
1630000,1064,180,401,2
1640000,1075,174,405,2
1650000,1083,176,405,2
1660000,1091,177,407,2
1670000,1097,183,408,2
1680000,1108,177,414,2
1690000,1123,170,415,2
1700000,1131,170,419,2
1710000,1134,173,420,2
1720000,1136,182,424,3
1730000,1142,176,425,3
1740000,1149,172,429,3
1750000,1155,172,432,3
1760000,1167,161,437,3
1770000,1176,161,439,3
1780000,1182,164,440,3
1790000,1194,158,443,3
1800000,1204,158,446,3
1810000,1210,158,448,3
1820000,1223,151,449,3
1830000,1229,148,455,3
1840000,1235,150,456,3
1850000,1238,159,456,3
1860000,1244,159,456,3
1870000,1248,162,459,3
1880000,1260,157,459,3
1890000,1270,155,462,3
1900000,1278,150,466,3
1910000,1284,153,468,3
1920000,1289,149,473,3
1930000,1294,149,475,3
1940000,1303,149,478,3
1950000,1308,154,479,3
1960000,1313,153,480,3
1970000,1323,151,481,3
1980000,1333,151,482,3
1990000,1335,149,483,3
2000000,1349,142,486,3
2010000,1355,142,488,3
2020000,1362,147,489,3
2030000,1371,145,494,3
2040000,1377,141,498,3
2050000,1387,146,500,3
2060000,1398,146,500,3
2070000,1402,145,504,3
2080000,1406,149,504,3
2090000,1410,158,506,3
2100000,1416,153,507,3
2110000,1424,151,509,3
