time,success,flying,dropped,failed
0,0,0,0,0
10000,0,5,3,0
20000,0,15,9,0
30000,1,21,12,0
40000,2,23,18,0
50000,2,24,23,0
60000,2,30,28,0
70000,2,37,32,0
80000,2,42,37,0
90000,3,46,47,0
100000,3,54,54,0
110000,4,54,62,0
120000,9,56,72,0
130000,16,54,76,0
140000,23,51,85,0
150000,29,51,90,0
160000,33,50,94,0
170000,34,57,98,0
180000,38,55,104,0
190000,44,51,112,0
200000,48,57,115,0
210000,51,59,121,0
220000,58,58,124,0
230000,61,59,127,0
240000,67,57,134,0
250000,71,56,140,0
260000,78,56,144,0
270000,84,50,147,0
280000,91,50,156,0
290000,97,43,162,0
300000,100,46,167,0
310000,104,50,169,0
320000,108,53,172,0
330000,112,52,175,0
340000,114,53,181,0
350000,118,55,183,0
360000,124,58,191,0
370000,129,53,196,0
380000,134,51,200,0
390000,138,58,204,0
400000,145,52,207,0
410000,151,51,214,0
420000,153,56,218,0
430000,159,59,225,0
440000,168,54,228,0
450000,169,58,232,0
460000,177,53,240,0
470000,180,50,250,1
480000,183,53,252,1
490000,187,50,262,1
500000,190,49,268,1
510000,196,52,270,1
520000,201,50,273,1
530000,207,51,277,1
540000,210,52,283,1
550000,217,49,289,1
560000,221,48,297,1
570000,225,49,302,1
580000,230,45,310,1
590000,237,47,313,1
600000,239,50,319,1
610000,243,47,322,1
620000,247,47,324,1
630000,249,51,328,1
640000,254,50,336,1
650000,258,48,344,1
660000,266,48,350,1
670000,269,51,356,1
680000,276,45,362,1
690000,283,43,365,1
700000,288,46,368,1
710000,288,47,372,1
720000,291,49,375,1
730000,295,49,378,1
740000,298,47,390,1
750000,301,49,394,1
760000,303,51,398,1
770000,310,47,400,1
780000,314,45,409,1
790000,320,40,413,1
800000,323,40,422,1
810000,329,43,425,1
820000,333,43,426,1
830000,336,49,434,1
840000,339,55,439,1
850000,342,57,446,1
860000,344,54,454,1
870000,348,52,461,1
880000,351,60,462,1
890000,354,62,466,1
900000,362,61,469,1
910000,368,56,476,1
920000,375,53,481,1
930000,379,54,486,1
940000,386,55,491,1
950000,390,53,500,1
960000,397,56,502,1
970000,400,56,510,1
980000,408,54,515,1
990000,411,54,519,1
1000000,414,52,523,1
1010000,421,48,528,1
1020000,426,53,534,1
1030000,433,54,536,1
1040000,437,57,538,1
1050000,441,55,542,1
1060000,443,57,549,1
1070000,450,58,552,1
1080000,457,53,560,1
1090000,459,57,569,1
1100000,463,59,578,1
1110000,472,57,580,1
1120000,476,62,588,1
1130000,477,63,595,1
1140000,479,67,602,1
1150000,484,68,607,1
1160000,489,63,614,1
1170000,493,65,620,1
1180000,499,59,628,1
1190000,505,55,636,1
1200000,512,53,644,1
1210000,521,49,650,1
1220000,527,46,656,1
1230000,531,46,659,1
1240000,534,50,663,1
1250000,538,50,668,1
1260000,543,52,672,1
1270000,546,47,677,1
1280000,549,54,683,1
1290000,554,50,687,1
1300000,564,44,694,1
1310000,567,49,696,1
1320000,571,48,703,1
1330000,577,41,710,1
1340000,581,43,713,1
1350000,581,46,718,1
1360000,584,54,724,1
1370000,587,54,726,1
1380000,593,53,728,1
1390000,600,51,738,1
1400000,604,47,742,1
1410000,607,51,747,1
1420000,609,52,755,1
1430000,617,48,767,1
1440000,620,48,771,1
1450000,621,49,778,1
1460000,626,49,784,1
1470000,631,51,788,1
1480000,634,49,795,1
1490000,637,54,798,1
1500000,641,55,801,1
1510000,646,57,805,1
1520000,650,53,811,1
1530000,653,56,816,1
1540000,657,56,822,1
1550000,662,55,828,1
1560000,667,59,830,1
1570000,673,56,837,1
1580000,682,48,845,1
1590000,685,52,850,1
1600000,690,56,852,1
1610000,694,53,855,1
1620000,698,48,862,1
1630000,703,49,866,1
1640000,708,47,875,1
1650000,714,48,878,1
1660000,720,50,884,1
1670000,723,55,888,1
1680000,727,55,891,1
1690000,729,54,898,1
1700000,732,54,906,1
1710000,735,53,909,1
1720000,740,52,913,1
1730000,746,49,917,1
1740000,749,53,923,1
1750000,752,53,929,1
1760000,757,51,934,1
1770000,761,49,937,1
1780000,772,44,942,1
1790000,776,41,946,1
1800000,777,48,950,1
1810000,786,44,957,1
1820000,788,44,960,1
1830000,792,55,962,1
1840000,794,59,970,1
1850000,796,62,977,1
1860000,802,60,980,1
1870000,809,55,987,1
1880000,817,53,993,1
1890000,821,52,999,1
1900000,822,55,1005,1
1910000,827,54,1009,1
1920000,835,49,1015,1
1930000,841,48,1020,1
1940000,845,52,1025,1
1950000,850,46,1037,1
1960000,856,48,1041,1
1970000,862,48,1046,1
1980000,864,52,1051,1
1990000,867,51,1056,1
2000000,873,47,1059,1
2010000,876,48,1063,1
2020000,881,50,1072,1
2030000,884,53,1076,1
2040000,889,53,1080,1
2050000,894,50,1084,1
2060000,898,51,1090,1
2070000,903,53,1094,1
2080000,908,54,1098,1
2090000,917,50,1108,1
2100000,923,49,1117,2
2110000,924,50,1124,2
2120000,927,54,1134,2
2130000,931,54,1139,2
2140000,936,53,1148,2
2150000,943,55,1150,2
2160000,946,56,1153,2
2170000,949,58,1160,2
2180000,953,58,1164,2
2190000,959,54,1172,2
2200000,966,58,1174,2
2210000,972,60,1177,2
2220000,977,58,1183,2
2230000,983,55,1187,2
2240000,986,58,1192,2
2250000,992,56,1197,2
2260000,996,54,1206,2
2270000,996,53,1210,2
2280000,1002,57,1216,2
2290000,1006,57,1217,2
2300000,1014,55,1222,2
2310000,1017,60,1224,2
2320000,1025,54,1232,2
2330000,1031,53,1233,2
2340000,1035,55,1236,2
2350000,1039,52,1243,2
2360000,1047,57,1247,2
2370000,1054,48,1254,2
2380000,1056,48,1259,2
2390000,1060,48,1270,2
2400000,1065,45,1272,2
2410000,1071,46,1277,2
2420000,1074,44,1287,2
2430000,1079,50,1292,2
2440000,1083,46,1299,2
2450000,1086,48,1303,2
2460000,1094,40,1314,2
2470000,1094,47,1318,2
2480000,1098,47,1322,2
2490000,1099,52,1327,2
2500000,1104,50,1332,2
2510000,1106,53,1338,2
2520000,1109,49,1345,2
2530000,1118,45,1351,2
2540000,1127,43,1354,2
2550000,1133,45,1356,2
2560000,1140,40,1365,2
2570000,1142,39,1374,2
2580000,1144,41,1379,2
2590000,1150,38,1388,2
2600000,1153,38,1395,3
2610000,1154,41,1395,3
2620000,1155,43,1398,3
2630000,1157,45,1404,3
2640000,1160,49,1409,3
2650000,1167,46,1415,3
2660000,1171,49,1422,3
2670000,1177,49,1428,3
2680000,1180,50,1431,3
2690000,1185,50,1434,3
2700000,1187,52,1441,3
2710000,1190,52,1443,3
2720000,1195,48,1450,3
2730000,1200,44,1456,3
2740000,1207,44,1462,3
2750000,1212,44,1466,3
2760000,1217,43,1470,3
2770000,1219,43,1473,3
2780000,1226,43,1477,3
2790000,1228,42,1481,3
2800000,1233,42,1488,3
2810000,1233,46,1496,3
2820000,1237,43,1500,3
2830000,1242,50,1505,3
2840000,1246,54,1511,3
2850000,1250,55,1518,3
2860000,1253,58,1519,3
2870000,1255,53,1531,3
2880000,1261,54,1536,3
2890000,1263,54,1543,3
2900000,1267,55,1548,3
2910000,1273,50,1555,3
2920000,1277,47,1563,3
2930000,1281,46,1570,3
2940000,1285,49,1576,3
2950000,1291,49,1581,3
2960000,1293,53,1587,3
2970000,1299,55,1590,3
2980000,1302,60,1593,3
2990000,1307,59,1596,3
3000000,1312,53,1602,3
3010000,1315,55,1605,3
3020000,1320,57,1614,3
3030000,1330,51,1620,3
3040000,1336,43,1631,3
3050000,1342,41,1633,3
3060000,1344,45,1637,4
3070000,1348,45,1644,4
3080000,1351,48,1648,4
3090000,1356,50,1656,4
3100000,1359,55,1663,4
3110000,1366,54,1666,4
3120000,1369,59,1675,4
3130000,1373,56,1683,4
3140000,1378,58,1689,4
3150000,1380,58,1698,4
3160000,1383,57,1703,4
3170000,1385,58,1712,4
3180000,1391,56,1716,4
3190000,1400,54,1719,4
3200000,1403,57,1726,4
3210000,1408,59,1730,4
3220000,1412,61,1733,4
3230000,1418,56,1739,4
3240000,1424,51,1749,4
3250000,1430,51,1752,4
3260000,1434,51,1759,4
3270000,1438,42,1767,4
3280000,1442,45,1776,4
3290000,1445,43,1780,4
3300000,1452,40,1787,4
3310000,1456,43,1790,4
3320000,1459,47,1793,4
3330000,1461,48,1796,4
3340000,1463,49,1802,4
3350000,1467,48,1807,4
3360000,1471,55,1813,4
3370000,1475,51,1818,4
3380000,1477,49,1825,4
3390000,1482,53,1831,4
3400000,1487,46,1837,4
3410000,1493,44,1845,4
3420000,1498,43,1852,4
3430000,1500,49,1860,4
3440000,1506,45,1865,4
3450000,1509,43,1873,4
3460000,1513,47,1876,4
3470000,1517,49,1881,4
3480000,1522,51,1882,4
3490000,1526,52,1888,4
3500000,1527,55,1892,4
3510000,1533,55,1897,4
3520000,1536,54,1901,4
3530000,1545,53,1904,4
3540000,1554,50,1908,4
3550000,1559,49,1914,4
3560000,1565,46,1922,4
3570000,1570,46,1927,4
3580000,1573,48,1931,4
3590000,1575,52,1937,4
3600000,1577,54,1944,4
3610000,1580,50,1949,4
3620000,1587,43,1954,5
3630000,1591,43,1960,5
3640000,1593,49,1964,5
3650000,1599,52,1965,5
3660000,1602,58,1970,5
3670000,1604,64,1974,5
3680000,1609,63,1977,5
3690000,1615,59,1983,5
3700000,1619,63,1986,5
3710000,1625,58,1990,5
3720000,1629,59,1993,5
3730000,1635,53,2000,5
3740000,1639,56,2006,5
3750000,1650,52,2008,5
3760000,1652,51,2015,5
3770000,1656,50,2017,5
3780000,1661,48,2025,5
3790000,1664,48,2027,5
3800000,1664,59,2028,5
3810000,1670,61,2032,5
3820000,1676,55,2037,5
