type,start,end,duration
DELETE,1305699,1738701,433002
RETRIEVE,4100097,4192743,92646
DELETE,1287837,1950274,662437
RETRIEVE,4757136,4867228,110092
DELETE,3823567,4362073,538506
RETRIEVE,1097897,1181925,84028
RETRIEVE,1706061,1787457,81396
RETRIEVE,431934,504116,72182
ADD,664519,1038442,373923
RETRIEVE,3708621,3827179,118558
RETRIEVE,2497774,2586566,88792
DELETE,2345800,2814035,468235
RETRIEVE,1980104,2047620,67516
ADD,3638873,4185189,546316
RETRIEVE,1368838,1468676,99838
ADD,979265,1370457,391192
ADD,4264427,4657694,393267
RETRIEVE,2692556,2772912,80356
RETRIEVE,986829,1124467,137638
RETRIEVE,1913967,2007803,93836
RETRIEVE,2557544,2661526,103982
RETRIEVE,2100097,2180967,80870
RETRIEVE,2478600,2574386,95786
DELETE,3867824,4364483,496659
ADD,1593714,2023826,430112
RETRIEVE,2505569,2604149,98580
ADD,4038953,4444672,405719
ADD,2387488,2719915,332427
RETRIEVE,3570513,3641457,70944
RETRIEVE,2940663,3082847,142184
ADD,4281639,4706266,424627
RETRIEVE,1055050,1223006,167956
DELETE,2937249,3395275,458026
DELETE,2993065,3454315,461250
ADD,4421718,4754127,332409
DELETE,3391430,3905913,514483
DELETE,1194299,1428959,234660
RETRIEVE,1573673,1628069,54396
DELETE,1949514,2295607,346093
RETRIEVE,2041964,2107984,66020
DELETE,3475300,3913639,438339
RETRIEVE,2344067,2432097,88030
RETRIEVE,874783,968819,94036
RETRIEVE,2865406,2974280,108874
ADD,248459,576263,327804
ADD,2478968,2780313,301345
DELETE,3260841,3671201,410360
RETRIEVE,1265417,1383493,118076
DELETE,3659908,4029412,369504
DELETE,2879213,3232180,352967
RETRIEVE,1937063,2019117,82054
DELETE,3630485,3948821,318336
RETRIEVE,1596907,1716167,119260
ADD,4453755,4848143,394388
DELETE,3502047,3863028,360981
DELETE,1069292,1578726,509434
RETRIEVE,802422,878510,76088
ADD,1752398,2131176,378778
DELETE,1858771,2249935,391164
DELETE,2640637,2938777,298140
RETRIEVE,4606602,4668862,62260
RETRIEVE,55050,222160,167110
DELETE,2974725,3412925,438200
RETRIEVE,917240,980220,62980
RETRIEVE,3495492,3588614,93122
RETRIEVE,4178172,4270170,91998
RETRIEVE,1681454,1757466,76012
RETRIEVE,2080782,2147558,66776
DELETE,1530606,1967574,436968
RETRIEVE,95066,201136,106070
RETRIEVE,625100,776534,151434
ADD,1618971,2123708,504737
ADD,3398856,3942059,543203
RETRIEVE,2746733,2821879,75146
RETRIEVE,3320315,3379149,58834
DELETE,1248475,1308036,59561
DELETE,4234315,4740803,506488
DELETE,1905304,2258956,353652
RETRIEVE,1993185,2071909,78724
RETRIEVE,2789195,2880777,91582
ADD,3822639,4131952,309313
RETRIEVE,91891,194853,102962
ADD,2677690,2962433,284743
RETRIEVE,1876977,1985061,108084
ADD,1653848,2098783,444935
ADD,3049450,3754846,705396
RETRIEVE,1872574,1980620,108046
ADD,3629706,3898097,268391
DELETE,1494646,1809647,315001
RETRIEVE,3245040,3339156,94116
ADD,497774,1035835,538061
RETRIEVE,2005934,2093016,87082
RETRIEVE,2593556,2675184,81628
ADD,3192811,3711500,518689
RETRIEVE,3729330,3844606,115276
ADD,3472067,4151013,678946
RETRIEVE,927827,1043021,115194
ADD,2040388,2571714,531326
RETRIEVE,3170722,3203176,32454
DELETE,255133,673618,418485
ADD,2467956,2880391,412435
DELETE,2528118,2906562,378444
RETRIEVE,4181389,4341981,160592
RETRIEVE,1628943,1716453,87510
ADD,152247,656623,504376
ADD,1957618,2480662,523044
DELETE,4387178,4828852,441674
ADD,3406064,3569647,163583
ADD,2928646,3352764,424118
DELETE,2842891,2843845,954
DELETE,1354113,1861472,507359
DELETE,2660218,2975812,315594
RETRIEVE,1409581,1531203,121622
RETRIEVE,3283119,3363397,80278
RETRIEVE,3660240,3793346,133106
ADD,1673610,1872175,198565
ADD,983810,1705891,722081
RETRIEVE,1799274,1881082,81808
DELETE,642499,786080,143581
RETRIEVE,2275578,2372764,97186
RETRIEVE,1441810,1574000,132190
DELETE,1890859,2142927,252068
ADD,205650,657774,452124
ADD,125953,344613,218660
RETRIEVE,1320315,1397729,77414
RETRIEVE,4248581,4369491,120910
ADD,3537231,3827450,290219
DELETE,4056048,4529518,473470
ADD,983783,1440364,456581
RETRIEVE,2817254,2892756,75502
DELETE,2188298,2599140,410842
ADD,1243006,1730252,487246
RETRIEVE,1171537,1239579,68042
RETRIEVE,1950506,2015380,64874
DELETE,733298,1353758,620460
ADD,274588,659480,384892
DELETE,546780,1253251,706471
RETRIEVE,1420691,1505577,84886
RETRIEVE,2949750,3015680,65930
ADD,758764,1267568,508804
DELETE,307284,719534,412250
ADD,3421718,3858991,437273
RETRIEVE,281639,337483,55844
ADD,1201761,1616994,415233
RETRIEVE,3231610,3290394,58784
DELETE,4164799,4520786,355987
ADD,495492,1202278,706786
DELETE,17220,562897,545677
DELETE,240322,630134,389812
RETRIEVE,41543,95327,53784
ADD,4187552,4897673,710121
RETRIEVE,3122345,3250171,127826
ADD,4069220,4310763,241543
ADD,3403487,3813375,409888
ADD,133358,565777,432419
ADD,1108455,1619399,510944
ADD,4268480,4763925,495445
DELETE,54014,363215,309201
RETRIEVE,414571,532319,117748
RETRIEVE,1175256,1273524,98268
ADD,3758123,4177859,419736
RETRIEVE,1039678,1146996,107318
RETRIEVE,2571196,2683778,112582
ADD,2197135,2596619,399484
ADD,620235,1214402,594167
RETRIEVE,751831,812293,60462
RETRIEVE,475922,626754,150832
RETRIEVE,1220884,1290566,69682
ADD,1567514,1999516,432002
DELETE,3818101,4162850,344749
RETRIEVE,1787903,1888253,100350
RETRIEVE,3059997,3115225,55228
DELETE,3974925,4444318,469393
RETRIEVE,4265417,4349779,84362
RETRIEVE,1035467,1147425,111958
ADD,2254258,2725263,471005
DELETE,1063717,1274270,210553
ADD,3612978,4009025,396047
RETRIEVE,3268180,3353588,85408
DELETE,3233072,3529331,296259
DELETE,2181389,2755184,573795
ADD,4082442,4530786,448344
RETRIEVE,1785889,1896123,110234
ADD,1422546,1842847,420301
ADD,4454491,4740652,286161
DELETE,2059144,2503449,444305
RETRIEVE,818101,865277,47176
ADD,2238523,2677418,438895
DELETE,1001580,1431071,429491
RETRIEVE,14179,58591,44412
DELETE,604031,1146817,542786
ADD,397129,1040222,643093
ADD,2442717,3058535,615818
DELETE,3949514,4398405,448891
RETRIEVE,3622727,3704625,81898
DELETE,4121552,4383079,261527
DELETE,2202026,2620956,418930
ADD,2373920,2921894,547974
ADD,233426,643647,410221
RETRIEVE,3019887,3089867,69980
RETRIEVE,558310,623466,65156
RETRIEVE,2474862,2629382,154520
DELETE,1292039,1674337,382298
DELETE,2502047,3035541,533494
ADD,2956235,3364965,408730
DELETE,2050246,2563868,513622
DELETE,620339,1132497,512158
RETRIEVE,593714,648110,54396
DELETE,2012344,2591095,578751
ADD,409780,757401,347621
DELETE,629706,1032293,402587
DELETE,1667799,2058639,390840
ADD,2255715,2645777,390062
DELETE,3014179,3449423,435244
RETRIEVE,2121175,2243673,122498
ADD,2905304,3382424,477120
DELETE,1313105,1745542,432437
ADD,1321705,1885735,564030
ADD,4014863,4495318,480455
ADD,872574,1099609,227035
RETRIEVE,3088935,3210985,122050
ADD,1419137,1924828,505691
ADD,2248475,2733312,484837
DELETE,51597,589816,538219
RETRIEVE,4220884,4297734,76850
RETRIEVE,4581828,4677148,95320
DELETE,4012877,4232908,220031
RETRIEVE,338846,362372,23526
RETRIEVE,558786,696534,137748
RETRIEVE,3555759,3642135,86376
RETRIEVE,4516715,4616161,99446
ADD,1974925,2270193,295268
