type,start,end,duration
DELETE,1219575,1882836,663261
RETRIEVE,2480389,2671331,190942
RETRIEVE,3770181,3930423,160242
RETRIEVE,2091070,2189548,98478
DELETE,3575725,4588609,1012884
ADD,1695260,2715463,1020203
ADD,299459,911015,611556
RETRIEVE,317878,501126,183248
RETRIEVE,3865608,4048992,183384
ADD,2146205,3015730,869525
DELETE,1558786,2340188,781402
ADD,4111496,4816225,704729
ADD,1872085,3220333,1348248
DELETE,3508940,4097761,588821
RETRIEVE,520362,605352,84990
RETRIEVE,1498305,1640041,141736
DELETE,3040496,4607098,1566602
ADD,1441699,1935504,493805
DELETE,1766685,1868390,101705
DELETE,647270,1576783,929513
RETRIEVE,941547,1105907,164360
ADD,3990723,4787309,796586
ADD,673610,1377450,703840
RETRIEVE,360715,461057,100342
DELETE,3418772,4514906,1096134
RETRIEVE,2356360,2564798,208438
ADD,1833100,2670737,837637
RETRIEVE,4318801,4478871,160070
RETRIEVE,2833995,2999477,165482
RETRIEVE,2326982,2478234,151252
DELETE,2001580,3449986,1448406
DELETE,3302152,4253427,951275
RETRIEVE,2667312,2859946,192634
RETRIEVE,3334940,3456014,121074
RETRIEVE,1557544,1702130,144586
ADD,1630485,2526220,895735
RETRIEVE,3151573,3287739,136166
RETRIEVE,3890859,4163071,272212
ADD,2441699,3215170,773471
RETRIEVE,1012344,1225750,213406
DELETE,3523972,4446120,922148
DELETE,3569967,4218980,649013
RETRIEVE,1430458,1620378,189920
DELETE,3044241,3778774,734533
ADD,3423714,4027377,603663
RETRIEVE,4054014,4188840,134826
DELETE,3194299,4296418,1102119
ADD,3544894,4513827,968933
ADD,656726,1452923,796197
ADD,2472067,3486294,1014227
RETRIEVE,2176751,2451879,275128
ADD,1852696,2674120,821424
DELETE,3144980,3500485,355505
DELETE,2033379,2985395,952016
ADD,3674059,4371655,697596
DELETE,2171537,3088126,916589
DELETE,2887642,4005770,1118128
RETRIEVE,3292039,3585997,293958
ADD,2528691,3409278,880587
DELETE,853326,1909410,1056084
ADD,3205650,3920413,714763
RETRIEVE,729657,937129,207472
DELETE,660228,1026100,365872
DELETE,608580,1531617,923037
DELETE,530606,1814670,1284064
RETRIEVE,1224296,1373092,148796
ADD,725700,1757585,1031885
RETRIEVE,3913967,4087735,173768
RETRIEVE,2680498,2991152,310654
RETRIEVE,1983810,2111460,127650
ADD,3273584,3576615,303031
DELETE,1343658,2335965,992307
RETRIEVE,2991418,3208786,217368
ADD,3716356,4637929,921573
ADD,326982,1045237,718255
RETRIEVE,3872574,4072400,199826
RETRIEVE,2785459,3052335,266876
ADD,2734114,3126844,392730
DELETE,1290271,2010425,720154
DELETE,1499537,2432153,932616
DELETE,3757136,4732128,974992
ADD,222510,1736462,1513952
RETRIEVE,1847911,1993005,145094
ADD,2155379,3253570,1098191
ADD,3098653,3618816,520163
DELETE,1184335,2073390,889055
DELETE,2137258,2430515,293257
DELETE,3101557,3910261,808704
RETRIEVE,1234315,1391959,157644
RETRIEVE,1986829,2336889,350060
RETRIEVE,2098413,2456141,357728
RETRIEVE,463149,625245,162096
RETRIEVE,4426551,4601743,175192
RETRIEVE,224296,353572,129276
ADD,922123,1940964,1018841
DELETE,2232638,3089323,856685
RETRIEVE,676621,896875,220254
DELETE,2608160,3554645,946485
RETRIEVE,469104,624006,154902
DELETE,1406064,2381973,975909
RETRIEVE,3687328,3963492,276164
RETRIEVE,3317878,3555680,237802
RETRIEVE,1481414,1679180,197766
ADD,1701390,2614236,912846
DELETE,286197,1242920,956723
ADD,4040313,4487240,446927
ADD,190823,1036900,846077
DELETE,657407,1501918,844511
RETRIEVE,4651126,4769290,118164
DELETE,1940663,2758493,817830
ADD,3807396,4638696,831300
DELETE,3765420,4548980,783560
DELETE,3074989,4406061,1331072
DELETE,1652752,2197929,545177
RETRIEVE,4192272,4293416,101144
DELETE,1572706,2396530,823824
RETRIEVE,1372638,1639936,267298
DELETE,1292197,2098233,806036
DELETE,2597461,3669304,1071843
DELETE,3095066,3972994,877928
ADD,763060,912181,149121
DELETE,1534467,2320084,785617
ADD,3593714,4138789,545075
RETRIEVE,1250930,1452656,201726
ADD,3268480,3848686,580206
DELETE,1958454,2846332,887878
DELETE,2776142,4184035,1407893
DELETE,2957741,3904319,946578
RETRIEVE,2089776,2284424,194648
RETRIEVE,2348464,2467212,118748
RETRIEVE,2430458,2617778,187320
RETRIEVE,4230873,4234819,3946
DELETE,4266573,4767651,501078
ADD,1507148,2520032,1012884
RETRIEVE,2481414,2731328,249914
RETRIEVE,2685339,2877819,192480
RETRIEVE,4088332,4271158,182826
ADD,497336,1714084,1216748
RETRIEVE,287516,525804,238288
RETRIEVE,1453612,1770876,317264
ADD,1992015,2920944,928929
DELETE,2231730,3041639,809909
RETRIEVE,2989124,3180856,191732
ADD,2520362,3220144,699782
DELETE,1052829,1684091,631262
DELETE,1931422,2828972,897550
DELETE,560641,1097609,536968
RETRIEVE,1502047,1730209,228162
ADD,2936712,3805468,868756
DELETE,1735916,2715216,979300
RETRIEVE,4403,172805,168402
RETRIEVE,4075535,4230845,155310
RETRIEVE,608160,728086,119926
DELETE,2075535,3172114,1096579
RETRIEVE,1098413,1409031,310618
ADD,1475300,2420377,945077
ADD,2014863,2658928,644065
DELETE,544366,1399995,855629
DELETE,419137,1424025,1004888
RETRIEVE,339671,523163,183492
RETRIEVE,1202689,1416795,214106
RETRIEVE,1161877,1355961,194084
ADD,1834660,2487610,652950
ADD,363130,992873,629743
RETRIEVE,4544894,4789854,244960
RETRIEVE,2174069,2422785,248716
DELETE,1182425,2440178,1257753
RETRIEVE,3238339,3415787,177448
ADD,1035079,1905179,870100
RETRIEVE,2418165,2575009,156844
ADD,2574515,3522872,948357
RETRIEVE,3746733,3859893,113160
ADD,1213881,2590765,1376884
DELETE,1571501,2746281,1174780
ADD,1765420,2584269,818849
DELETE,254033,1021390,767357
ADD,454491,1488998,1034507
DELETE,3422546,4551143,1128597
DELETE,219557,1558374,1338817
DELETE,2055050,2734848,679798
RETRIEVE,4620665,4783005,162340
RETRIEVE,292039,398899,106860
RETRIEVE,808868,988666,179798
DELETE,2790905,3360808,569903
DELETE,2544366,3262603,718237
RETRIEVE,1248779,1385003,136224
RETRIEVE,1981288,2131384,150096
RETRIEVE,1593556,1651004,57448
ADD,1174069,1960983,786914
ADD,1373920,2283588,909668
DELETE,3102562,3739892,637330
ADD,3065825,3808242,742417
DELETE,2651156,3628733,977577
ADD,3219557,3808249,588692
ADD,1983284,2805357,822073
RETRIEVE,2438780,2656380,217600
ADD,603866,1529052,925186
DELETE,1664519,2772345,1107826
ADD,2846038,3232283,386245
RETRIEVE,3647270,3909892,262622
RETRIEVE,1408733,1541845,133112
RETRIEVE,3996456,4145596,149140
ADD,1368883,2556717,1187834
ADD,1546593,2445830,899237
RETRIEVE,4137485,4315969,178484
RETRIEVE,682992,838672,155680
RETRIEVE,2618305,2851979,233674
RETRIEVE,1613996,1874328,260332
ADD,2432720,3285829,853109
RETRIEVE,4101557,4334037,232480
RETRIEVE,98653,252609,153956
DELETE,1419838,2130459,710621
RETRIEVE,2497336,2713494,216158
ADD,3457312,4102035,644723
DELETE,356360,1422542,1066182
DELETE,3520362,4250337,729975
DELETE,1337065,1999604,662539
DELETE,2095175,3051129,955954
ADD,2366014,3076608,710594
ADD,2668402,3312847,644445
RETRIEVE,3667312,3838712,171400
RETRIEVE,2243200,2373920,130720
RETRIEVE,4476459,4699869,223410
RETRIEVE,3364293,3641105,276812
ADD,3840508,4867511,1027003
RETRIEVE,230632,468724,238092
ADD,2497882,3559858,1061976
RETRIEVE,1401771,1562333,160562
DELETE,3401771,4254389,852618
RETRIEVE,748056,917188,169132
RETRIEVE,3498305,3674545,176240
DELETE,255715,1380069,1124354
RETRIEVE,620665,769441,148776
RETRIEVE,2979265,3165501,186236
RETRIEVE,1222510,1385472,162962
RETRIEVE,2349264,2513266,164002
DELETE,3596907,4512912,916005
RETRIEVE,2665991,2916303,250312
RETRIEVE,921018,1092728,171710
ADD,3233426,3772877,539451
RETRIEVE,313105,538645,225540
RETRIEVE,2663943,2845845,181902
DELETE,14863,560299,545436
RETRIEVE,1558562,1701076,142514
DELETE,1646944,2709124,1062180
RETRIEVE,2090303,2218169,127866
RETRIEVE,3257338,3490386,233048
ADD,1859382,2679092,819710
ADD,716356,1792729,1076373
RETRIEVE,696765,852597,155832
DELETE,557544,1161763,604219
DELETE,2409780,3816125,1406345
ADD,62288,1002353,940065
ADD,348464,1075354,726890
ADD,2193572,3345914,1152342
ADD,2542006,3000273,458267
RETRIEVE,3233581,3410685,177104
RETRIEVE,3190823,3400671,209848
ADD,3210721,3824649,613928
DELETE,3593556,4704893,1111337
RETRIEVE,1688909,1826471,137562
ADD,1438780,2164123,725343
ADD,1684130,2677883,993753
DELETE,1521008,2212165,691157
DELETE,2834916,3510064,675148
ADD,1403856,2405076,1001220
RETRIEVE,3140994,3348596,207602
ADD,2306506,3619308,1312802
DELETE,3754973,4423756,668783
ADD,1187450,1977125,789675
ADD,1647330,2440498,793168
ADD,238523,1470873,1232350
RETRIEVE,889131,1072763,183632
RETRIEVE,1119847,1283797,163950
RETRIEVE,4343810,4528140,184330
ADD,202689,1054640,851951
RETRIEVE,2239967,2450521,210554
ADD,2696765,3455728,758963
ADD,992015,1881950,889935
ADD,2770725,3443029,672304
DELETE,3334256,4304727,970471
ADD,1267984,2290392,1022408
RETRIEVE,560340,756910,196570
RETRIEVE,2789846,3052948,263102
DELETE,263378,899745,636367
DELETE,4004403,4728384,723981
RETRIEVE,1625100,1849222,224122
RETRIEVE,1210721,1475689,264968
RETRIEVE,2652241,2778549,126308
DELETE,3290271,4332699,1042428
RETRIEVE,3866957,4211771,344814
ADD,1233781,2230063,996282
ADD,2264427,2999729,735302
DELETE,777612,1595293,817681
DELETE,1528439,2270152,741713
DELETE,1692556,2411738,719182
ADD,2754973,3916755,1161782
DELETE,2343889,3003491,659602
DELETE,90303,1705608,1615305
ADD,2171355,2914763,743408
ADD,2855776,3569547,713771
RETRIEVE,3887283,4004591,117308
DELETE,3455987,4692997,1237010
RETRIEVE,3511480,3773640,262160
ADD,4190823,4617137,426314
DELETE,3231730,3886348,654618
RETRIEVE,4233781,4410521,176740
ADD,220884,1218213,997329
ADD,1992864,2523162,530298
ADD,2766685,3392184,625499
ADD,3202026,4336459,1134433
RETRIEVE,4459222,4623742,164520
RETRIEVE,4667312,4833966,166654
DELETE,701414,1792332,1090918
RETRIEVE,4624441,4758449,134008
DELETE,931886,2109066,1177180
DELETE,702088,1622133,920045
ADD,2872085,3688868,816783
RETRIEVE,2495492,2664974,169482
RETRIEVE,3497882,3640860,142978
ADD,812737,1766662,953925
RETRIEVE,3222024,3390224,168200
RETRIEVE,4173432,4340992,167560
RETRIEVE,599925,680199,80274
DELETE,581104,1483574,902470
RETRIEVE,1526961,1737317,210356
ADD,314363,1391950,1077587
DELETE,1887836,2461510,573674
DELETE,2763060,3626610,863550
DELETE,1318801,2366139,1047338
RETRIEVE,4455987,4691537,235550
DELETE,1580,862777,861197
ADD,3307284,4112319,805035
DELETE,3265417,4515712,1250295
RETRIEVE,1305930,1514184,208254
RETRIEVE,75492,305858,230366
DELETE,2091812,3239030,1147218
RETRIEVE,665023,918331,253308
DELETE,3192272,4182263,989991
ADD,2986829,4587812,1600983
ADD,4276085,4871317,595232
ADD,1478322,2660143,1181821
RETRIEVE,1777558,1985770,208212
DELETE,3188138,3977544,789406
ADD,1497882,2383935,886053
RETRIEVE,3979265,4134891,155626
RETRIEVE,2756722,2855246,98524
ADD,4053446,4740462,687016
DELETE,2751831,3712750,960919
DELETE,1155206,2340853,1185647
ADD,3108906,3818073,709167
DELETE,4154229,4888901,734672
ADD,2711280,3722932,1011652
ADD,231610,902783,671173
RETRIEVE,3509005,3796915,287910
RETRIEVE,1484488,1702090,217602
RETRIEVE,294055,430169,136114
ADD,1602460,2349583,747123
RETRIEVE,459222,593126,133904
DELETE,3287837,4379200,1091363
ADD,1342738,2173631,830893
ADD,2463149,2831476,368327
DELETE,3225100,4085722,860622
RETRIEVE,1947385,2100037,152652
DELETE,3040313,4084863,1044550
RETRIEVE,1216750,1421418,204668
RETRIEVE,3171355,3352161,180806
RETRIEVE,3254033,3420971,166938
ADD,3497336,4423949,926613
RETRIEVE,1218034,1409866,191832
ADD,3606602,4669597,1062995
RETRIEVE,185801,311317,125516
DELETE,2382928,3356243,973315
RETRIEVE,826758,1085868,259110
RETRIEVE,1581017,1778781,197764
DELETE,789195,1804608,1015413
ADD,1478968,2070680,591712
RETRIEVE,3403856,3560778,156922
RETRIEVE,1841241,1956849,115608
DELETE,729694,1539112,809418
DELETE,1820435,2555172,734737
DELETE,3146314,4159059,1012745
ADD,1066760,1832199,765439
RETRIEVE,1928646,2105186,176540
ADD,1035470,1471317,435847
RETRIEVE,478583,638067,159484
RETRIEVE,2245040,2404510,159470
ADD,422546,1330084,907538
DELETE,3581828,4281221,699393
RETRIEVE,935942,1096928,160986
DELETE,1867824,2492823,624999
DELETE,1947266,2709639,762373
ADD,666804,1568690,901886
RETRIEVE,4080782,4337340,256558
DELETE,3979461,4652246,672785
ADD,292584,1161127,868543
RETRIEVE,2880594,3104200,223606
RETRIEVE,438780,612432,173652
RETRIEVE,2213881,2247525,33644
DELETE,1742657,2650593,907936
ADD,669572,1421958,752386
RETRIEVE,2713114,2826432,113318
RETRIEVE,3090372,3275778,185406
RETRIEVE,1915029,2143057,228028
ADD,1080527,2256623,1176096
DELETE,2142993,3431078,1288085
ADD,278083,1179524,901441
DELETE,1334940,2084815,749875
DELETE,2232687,3175689,943002
RETRIEVE,2085239,2186431,101192
DELETE,2321705,3204543,882838
ADD,1639916,2858999,1219083
RETRIEVE,2628429,2855033,226604
ADD,2082442,2709526,627084
RETRIEVE,2701414,2804538,103124
RETRIEVE,401771,529417,127646
DELETE,2090969,3139234,1048265
RETRIEVE,4687328,4896636,209308
RETRIEVE,771973,940403,168430
ADD,1544366,2433903,889537
RETRIEVE,1264427,1417487,153060
ADD,1880313,2431039,550726
RETRIEVE,1305699,1462555,156856
RETRIEVE,983600,1120354,136754
RETRIEVE,4100097,4314755,214658
RETRIEVE,1287837,1514227,226390
RETRIEVE,4209951,4371635,161684
RETRIEVE,155206,311410,156204
RETRIEVE,375291,597055,221764
DELETE,1363551,2008534,644983
DELETE,1546883,2179738,632855
RETRIEVE,121175,232257,111082
RETRIEVE,1097897,1271373,173476
DELETE,1706061,2798999,1092938
DELETE,664519,1461281,796762
RETRIEVE,2497774,2505168,7394
DELETE,2345800,3267670,921870
ADD,2793600,3788075,994475
RETRIEVE,1980104,2094452,114348
RETRIEVE,194299,354947,160648
DELETE,1245407,2015228,769821
DELETE,3638873,4329150,690277
ADD,979265,1515918,536653
ADD,4264427,4833978,569551
DELETE,2692556,3536104,843548
DELETE,986829,2702302,1715473
RETRIEVE,1913967,2140433,226466
RETRIEVE,2557544,2573940,16396
RETRIEVE,2100097,2303847,203750
RETRIEVE,2478600,2634716,156116
ADD,2771967,3163752,391785
ADD,3867824,4678075,810251
DELETE,1137610,2016039,878429
RETRIEVE,2505569,2753595,248026
DELETE,4038953,4884224,845271
DELETE,2387488,2896394,508906
ADD,2865608,3470355,604747
ADD,2549798,3299691,749893
ADD,1624441,2931657,1307216
DELETE,511933,1836232,1324299
RETRIEVE,2993065,3168857,175792
RETRIEVE,4421718,4553442,131724
RETRIEVE,3391430,3535692,144262
DELETE,1952547,3206270,1253723
RETRIEVE,290342,468378,178036
RETRIEVE,1194299,1357521,163222
RETRIEVE,1573673,1946475,372802
ADD,1949514,2448007,498493
ADD,2476459,3742374,1265915
DELETE,2041964,2190103,148139
RETRIEVE,3475300,3680354,205054
ADD,2344067,3055142,711075
RETRIEVE,4073663,4134367,60704
ADD,874783,1948645,1073862
DELETE,2865406,4180246,1314840
ADD,283119,910286,627167
RETRIEVE,2478968,2608522,129554
RETRIEVE,3260841,3595995,335154
ADD,2940969,3883091,942122
DELETE,1265417,2093817,828400
RETRIEVE,3659908,3860762,200854
ADD,2879213,3484572,605359
RETRIEVE,1937063,2080617,143554
RETRIEVE,3630485,3924215,293730
ADD,1596907,2283478,686571
ADD,2056428,3149329,1092901
ADD,3502047,4477530,975483
DELETE,1069292,1695338,626046
DELETE,4129491,4129491,0
RETRIEVE,802422,973382,170960
RETRIEVE,4069292,4169974,100682
ADD,1233072,2115716,882644
DELETE,696022,1886793,1190771
RETRIEVE,1478600,1714722,236122
RETRIEVE,1752398,1964420,212022
RETRIEVE,1858771,1951143,92372
DELETE,2640637,3159984,519347
ADD,1371455,2272859,901404
RETRIEVE,4606602,4870872,264270
RETRIEVE,3620339,3775373,155034
DELETE,2359822,3276096,916274
RETRIEVE,59997,353839,293842
