type,start,end,duration
ADD,1250995,1586924,335929
RETRIEVE,2961478,3018846,57368
DELETE,1838635,2071460,232825
ADD,216617,437528,220911
DELETE,332472,483242,150770
RETRIEVE,4599682,4635864,36182
ADD,2852504,3006628,154124
ADD,1655259,1889631,234372
ADD,938264,1165178,226914
RETRIEVE,41759,90769,49010
DELETE,654568,882038,227470
DELETE,3535815,3751186,215371
ADD,3691445,3861420,169975
ADD,1372623,1456355,83732
ADD,4577633,4753862,176229
DELETE,423710,549772,126062
ADD,115420,294650,179230
DELETE,321641,461803,140162
RETRIEVE,2216459,2270223,53764
DELETE,3502030,3706562,204532
ADD,1916890,2023190,106300
RETRIEVE,645016,672892,27876
RETRIEVE,113685,171821,58136
ADD,808637,1065939,257302
ADD,2296471,2474414,177943
DELETE,3371147,3565766,194619
RETRIEVE,1498970,1553388,54418
ADD,2488800,2746510,257710
ADD,3518054,3721761,203707
RETRIEVE,1631979,1659773,27794
DELETE,2748675,3007172,258497
DELETE,4567216,4808907,241691
DELETE,2481489,2671383,189894
DELETE,195461,365510,170049
DELETE,1807406,1853293,45887
RETRIEVE,3033220,3082598,49378
ADD,22900,310237,287337
ADD,4451008,4680063,229055
DELETE,4664677,4885644,220967
DELETE,1603590,1828355,224765
RETRIEVE,3034318,3076726,42408
ADD,4275691,4549159,273468
DELETE,3931236,4098589,167353
RETRIEVE,907071,961499,54428
ADD,4309336,4445561,136225
RETRIEVE,2355847,2410873,55026
DELETE,3038888,3210892,172004
DELETE,3616910,3849114,232204
RETRIEVE,1496027,1548679,52652
RETRIEVE,283502,363332,79830
ADD,1003476,1250939,247463
DELETE,3046510,3282161,235651
RETRIEVE,2529818,2581776,51958
DELETE,4675971,4885969,209998
ADD,3448118,3696897,248779
ADD,105648,429182,323534
ADD,2905102,3149184,244082
RETRIEVE,2544414,2579884,35470
RETRIEVE,212117,243655,31538
RETRIEVE,2792872,2809928,17056
RETRIEVE,1076270,1121946,45676
DELETE,4321587,4672729,351142
RETRIEVE,4144981,4190785,45804
ADD,2115420,2231772,116352
ADD,4110304,4323340,213036
ADD,3283735,3501005,217270
DELETE,2808637,3228039,419402
ADD,1072611,1365924,293313
RETRIEVE,233419,300881,67462
DELETE,1105648,1343726,238078
RETRIEVE,2009924,2077936,68012
ADD,1324076,1405909,81833
RETRIEVE,266699,303529,36830
RETRIEVE,2321641,2357801,36160
ADD,3403322,3706891,303569
DELETE,2054851,2243874,189023
RETRIEVE,3707660,3751218,43558
ADD,4579875,4778320,198445
DELETE,1403322,1634165,230843
DELETE,3275159,3510819,235660
RETRIEVE,1858345,1895231,36886
RETRIEVE,649606,693558,43952
DELETE,1861283,2082472,221189
DELETE,2879002,3170953,291951
ADD,879386,1092571,213185
DELETE,1285759,1456512,170753
RETRIEVE,2983931,3003415,19484
RETRIEVE,3850275,3899795,49520
ADD,1734016,1948646,214630
RETRIEVE,3398863,3458925,60062
ADD,4292637,4561816,269179
DELETE,3327696,3594105,266409
DELETE,54851,166868,112017
DELETE,1959727,2166352,206625
DELETE,1520323,1774410,254087
RETRIEVE,2424893,2475919,51026
RETRIEVE,581201,613815,32614
ADD,481489,651825,170336
DELETE,4354307,4554994,200687
RETRIEVE,3233786,3259752,25966
DELETE,2973354,3195414,222060
RETRIEVE,38888,85498,46610
DELETE,3308192,3424730,116538
RETRIEVE,3778346,3883422,105076
DELETE,226676,499561,272885
RETRIEVE,3830164,3880002,49838
ADD,2451008,2684658,233650
RETRIEVE,2318740,2379646,60906
DELETE,640026,1028402,388376
RETRIEVE,1541183,1597699,56516
DELETE,746869,889764,142895
DELETE,3475434,3721906,246472
DELETE,3283502,3516985,233483
ADD,342241,650145,307904
DELETE,3828940,4011394,182454
RETRIEVE,4703145,4771857,68712
DELETE,4583157,4883103,299946
RETRIEVE,677751,712487,34736
ADD,564203,826721,262518
DELETE,1285786,1522122,236336
RETRIEVE,302342,361164,58822
DELETE,1514796,1712564,197768
DELETE,3356377,3594205,237828
DELETE,3911217,4062747,151530
DELETE,3824038,4168963,344925
ADD,2258573,2501765,243192
RETRIEVE,1238585,1266861,28276
ADD,3090512,3223865,133353
ADD,285759,514730,228971
RETRIEVE,2319608,2365528,45920
RETRIEVE,4722735,4782913,60178
RETRIEVE,1986945,2044687,57742
RETRIEVE,2866184,2937654,71470
RETRIEVE,3558232,3618524,60292
ADD,898370,1167864,269494
RETRIEVE,3642135,3683585,41450
RETRIEVE,2233419,2275541,42122
RETRIEVE,2493020,2533996,40976
DELETE,3854383,4053819,199436
ADD,2907711,3127325,219614
DELETE,3491630,3784693,293063
DELETE,1439632,1872931,433299
ADD,1650179,1786228,136049
ADD,1265672,1501351,235679
DELETE,1480070,1666434,186364
DELETE,66025,360996,294971
ADD,405364,616649,211285
RETRIEVE,3301585,3331689,30104
RETRIEVE,930943,971257,40314
RETRIEVE,2088934,2149078,60144
DELETE,694769,1011039,316270
RETRIEVE,1573532,1622754,49222
ADD,3737666,3999980,262314
RETRIEVE,613810,676218,62408
RETRIEVE,2489016,2530116,41100
RETRIEVE,575372,617466,42094
ADD,3093934,3253941,160007
RETRIEVE,3481890,3517656,35766
DELETE,2393675,2619052,225377
ADD,1018154,1190065,171911
ADD,1405798,1535084,129286
RETRIEVE,2150087,2209947,59860
RETRIEVE,4638585,4687187,48602
DELETE,911337,1070399,159062
ADD,3897095,4020183,123088
RETRIEVE,2426040,2446556,20516
RETRIEVE,2389312,2467286,77974
RETRIEVE,3912496,3961772,49276
RETRIEVE,3961478,4030156,68678
RETRIEVE,891286,929238,37952
DELETE,2796257,3043034,246777
DELETE,3287662,3503376,215714
ADD,2326780,2587649,260869
RETRIEVE,4537682,4584074,46392
DELETE,4275117,4417614,142497
DELETE,2602636,2757890,155254
RETRIEVE,4844532,4895796,51264
ADD,3714787,3919717,204930
ADD,2327875,2571252,243377
ADD,4245992,4443325,197333
RETRIEVE,1792872,1835606,42734
DELETE,3635533,3850913,215380
RETRIEVE,1364874,1419424,54550
ADD,1685565,2031463,345898
RETRIEVE,1537275,1574359,37084
ADD,2739330,2978946,239616
ADD,4331590,4688272,356682
DELETE,700644,954648,254004
ADD,1065716,1198624,132908
RETRIEVE,1309759,1359011,49252
RETRIEVE,4281900,4332960,51060
ADD,4601916,4732045,130129
ADD,1142276,1216855,74579
RETRIEVE,2605135,2665083,59948
DELETE,3555687,3783083,227396
DELETE,2092956,2250739,157783
ADD,664415,809181,144766
RETRIEVE,3458569,3503363,44794
ADD,3002600,3146644,144044
ADD,916890,1142980,226090
ADD,516354,691471,175117
ADD,3414903,3661403,246500
RETRIEVE,3637419,3681407,43988
ADD,2238247,2422045,183798
RETRIEVE,4386252,4448012,61760
DELETE,1556326,1746266,189940
RETRIEVE,197019,256043,59024
ADD,4354818,4535151,180333
DELETE,4414903,4605538,190635
RETRIEVE,2662541,2757607,95066
DELETE,3652507,3846116,193609
RETRIEVE,3273743,3320929,47186
RETRIEVE,2389029,2412853,23824
RETRIEVE,3372661,3416791,44130
RETRIEVE,1354818,1378894,24076
ADD,1599029,1771237,172208
DELETE,258573,550524,291951
RETRIEVE,1143985,1186217,42232
RETRIEVE,4126460,4165862,39402
DELETE,4011043,4216770,205727
ADD,2390183,2549041,158858
ADD,580958,854612,273654
RETRIEVE,857119,917853,60734
RETRIEVE,2784051,2843689,59638
ADD,674960,1054451,379491
ADD,2015505,2281812,266307
RETRIEVE,3423710,3467100,43390
ADD,1715067,1887340,172273
RETRIEVE,3266699,3310099,43400
RETRIEVE,2876206,2932082,55876
ADD,2725067,2970084,245017
ADD,3342241,3704120,361879
ADD,2473659,2726903,253244
DELETE,3675120,3874667,199547
DELETE,1634982,1909840,274858
RETRIEVE,2470501,2516095,45594
RETRIEVE,309336,342820,33484
DELETE,2373726,2523097,149371
RETRIEVE,2599682,2648940,49258
ADD,3380662,3672279,291617
ADD,227125,393246,166121
RETRIEVE,4840828,4873870,33042
DELETE,347981,586022,238041
RETRIEVE,4436466,4507606,71140
ADD,946842,1106524,159682
ADD,579875,777764,197889
ADD,1247679,1452368,204689
ADD,14018,255218,241200
RETRIEVE,1153143,1208991,55848
DELETE,2060409,2368712,308303
RETRIEVE,4830819,4888435,57616
ADD,345912,547182,201270
ADD,1539676,1689834,150158
ADD,1820774,2096744,275970
ADD,636221,803093,166872
DELETE,529818,704194,174376
RETRIEVE,759794,802910,43116
ADD,2291746,2478360,186614
DELETE,4143985,4368435,224450
ADD,4356377,4621192,264815
ADD,2455788,2671743,215955
RETRIEVE,3601916,3657004,55088
DELETE,4271354,4497324,225970
DELETE,1480224,1728632,248408
RETRIEVE,1602636,1636314,33678
RETRIEVE,1554014,1643362,89348
RETRIEVE,1768276,1813758,45482
ADD,1156970,1344057,187087
ADD,2268405,2491762,223357
ADD,3792872,3992808,199936
DELETE,635752,809822,174070
RETRIEVE,126318,155076,28758
DELETE,1192651,1490865,298214
DELETE,1319838,1558945,239107
RETRIEVE,4390183,4434757,44574
ADD,3604084,3798740,194656
RETRIEVE,301889,347201,45312
RETRIEVE,1171823,1241827,70004
RETRIEVE,4481890,4519300,37410
RETRIEVE,3471114,3511498,40384
RETRIEVE,1952811,2009141,56330
RETRIEVE,3578647,3633011,54364
RETRIEVE,1189097,1239269,50172
DELETE,3781373,4064523,283150
DELETE,1774444,2097941,323497
ADD,2332472,2462397,129925
ADD,2478977,2601972,122995
RETRIEVE,3396632,3458256,61624
ADD,2618690,2910771,292081
DELETE,265007,416685,151678
RETRIEVE,3844532,3932260,87728
RETRIEVE,4153642,4211946,58304
DELETE,4338335,4533055,194720
RETRIEVE,2790100,2830292,40192
RETRIEVE,1958533,1998321,39788
RETRIEVE,434943,452173,17230
DELETE,2579365,2832711,253346
ADD,805233,983213,177980
RETRIEVE,3505836,3577810,71974
ADD,2813446,3015995,202549
RETRIEVE,3655259,3686873,31614
ADD,3805087,4105710,300623
RETRIEVE,4466204,4508016,41812
RETRIEVE,3858247,3913421,55174
RETRIEVE,3879002,3930600,51598
RETRIEVE,2550022,2618084,68062
RETRIEVE,2177942,2243156,65214
ADD,3216766,3504474,287708
DELETE,3263034,3448555,185521
ADD,811574,1038627,227053
DELETE,3587488,3828577,241089
ADD,331590,654410,322820
RETRIEVE,2309759,2354097,44338
DELETE,3861283,4139300,278017
ADD,686785,984990,298205
ADD,3782906,3977525,194619
RETRIEVE,798186,841048,42862
ADD,4653505,4809611,156106
RETRIEVE,655259,711415,56156
DELETE,4598812,4858152,259340
DELETE,3364113,3668729,304616
RETRIEVE,145766,189726,43960
RETRIEVE,1542313,1569251,26938
ADD,1814129,2095843,281714
RETRIEVE,3319239,3380883,61644
RETRIEVE,1389312,1402630,13318
RETRIEVE,4108711,4158875,50164
ADD,3301889,3442700,140811
ADD,4396169,4554045,157876
DELETE,1266699,1458974,192275
ADD,3291746,3517178,225432
ADD,653505,891704,238199
DELETE,3006702,3108833,102131
RETRIEVE,2592608,2627198,34590
RETRIEVE,4298512,4350890,52378
ADD,261335,517377,256042
DELETE,1724138,1989343,265205
ADD,4569485,4792740,223255
DELETE,3673529,3882869,209340
DELETE,3094907,3153968,59061
DELETE,870712,1039668,168956
RETRIEVE,4434943,4472025,37082
RETRIEVE,959727,1011115,51388
DELETE,2667706,2832326,164620
RETRIEVE,2108841,2139505,30664
RETRIEVE,3426040,3454740,28700
RETRIEVE,765458,823296,57838
DELETE,2319239,2545107,225868
RETRIEVE,4581201,4629409,48208
ADD,2627274,2835270,207996
ADD,582714,852319,269605
ADD,3129160,3255083,125923
DELETE,572811,791137,218326
RETRIEVE,3699,72765,69066
RETRIEVE,2598334,2659146,60812
RETRIEVE,180033,231629,51596
RETRIEVE,3559922,3607580,47658
RETRIEVE,811866,849554,37688
RETRIEVE,628782,695164,66382
ADD,1665779,1912140,246361
RETRIEVE,3656245,3700291,44046
RETRIEVE,4285759,4333955,48196
ADD,1858247,2109184,250937
RETRIEVE,3928138,3985078,56940
ADD,1976341,2126407,150066
ADD,2036274,2316144,279870
RETRIEVE,4863329,4899421,36092
RETRIEVE,782344,829912,47568
RETRIEVE,2631979,2684317,52338
ADD,4491219,4690720,199501
ADD,1834163,1938768,104605
RETRIEVE,4398863,4481981,83118
DELETE,2378117,2581120,203003
RETRIEVE,3664026,3705394,41368
RETRIEVE,3503941,3567579,63638
ADD,4026362,4236387,210025
DELETE,2302342,2565138,262796
DELETE,3979496,4163618,184122
DELETE,3976830,4297770,320940
RETRIEVE,444304,496816,52512
RETRIEVE,1447279,1498139,50860
DELETE,3440215,3598332,158117
DELETE,510901,588278,77377
DELETE,2275159,2534684,259525
DELETE,3757356,4008942,251586
RETRIEVE,477761,524043,46282
ADD,4349569,4647431,297862
RETRIEVE,2604912,2661898,56986
RETRIEVE,2261335,2303605,42270
RETRIEVE,4169361,4212653,43292
DELETE,1632467,1766635,134168
ADD,658543,948345,289802
RETRIEVE,2180587,2218313,37726
RETRIEVE,475335,541571,66236
ADD,1275370,1510595,235225
DELETE,1234952,1504511,269559
RETRIEVE,1715388,1760876,45488
RETRIEVE,696939,716715,19776
RETRIEVE,2855271,2911061,55790
RETRIEVE,3792549,3832231,39682
ADD,4336335,4480935,144600
RETRIEVE,2545483,2623437,77954
RETRIEVE,3938264,3983072,44808
DELETE,768276,1040688,272412
RETRIEVE,1469059,1519411,50352
ADD,108711,311649,202938
ADD,4565598,4832081,266483
RETRIEVE,902421,954781,52360
RETRIEVE,3940859,3969207,28348
RETRIEVE,2422386,2468734,46348
ADD,200969,406899,205930
ADD,4262984,4431310,168326
ADD,2792549,2916943,124394
RETRIEVE,1812904,1872826,59922
ADD,3192091,3415161,223070
ADD,1678797,1925000,246203
DELETE,812904,1095266,282362
ADD,162636,427664,265028
DELETE,3506058,3742811,236753
DELETE,909375,1179564,270189
DELETE,3057272,3330361,273089
DELETE,1691445,1917100,225655
RETRIEVE,4056738,4119878,63140
DELETE,2019909,2200946,181037
DELETE,2830819,3038760,207941
RETRIEVE,2756795,2804733,47938
DELETE,666696,898650,231954
ADD,3897146,4110034,212888
DELETE,2622092,2892781,270689
DELETE,3811574,4033708,222134
RETRIEVE,3397498,3447026,49528
DELETE,3290212,3444780,154568
RETRIEVE,4631900,4688908,57008
DELETE,1022935,1244902,221967
ADD,318826,596954,278128
DELETE,156970,452840,295870
DELETE,1435683,1606788,171105
DELETE,1990970,2269488,278518
ADD,2287662,2487219,199557
DELETE,4454628,4725502,270874
DELETE,3451370,3618844,167474
RETRIEVE,3631979,3672557,40578
RETRIEVE,3393675,3439115,45440
ADD,3774444,4139343,364899
RETRIEVE,510445,565481,55036
DELETE,2940629,3058232,117603
RETRIEVE,4675120,4716466,41346
DELETE,3090204,3388649,298445
RETRIEVE,4319239,4380119,60880
RETRIEVE,2057272,2100666,43394
RETRIEVE,1804178,1874292,70114
DELETE,1544414,1704078,159664
DELETE,1664677,1881299,216622
RETRIEVE,4365716,4419278,53562
ADD,3354818,3518818,164000
RETRIEVE,1316412,1378398,61986
ADD,3545483,3971565,426082
ADD,64695,343833,279138
RETRIEVE,1721042,1747108,26066
RETRIEVE,965486,1027366,61880
RETRIEVE,1136790,1183534,46744
DELETE,1579875,1760365,180490
DELETE,4288915,4513291,224376
DELETE,3603590,3603590,0
ADD,1658391,1908142,249751
ADD,4829566,4898447,68881
DELETE,1153634,1305210,151576
DELETE,828940,1071261,242321
RETRIEVE,4448118,4481776,33658
RETRIEVE,3117844,3139872,22028
ADD,2322130,2601111,278981
ADD,4301312,4558568,257256
DELETE,4652507,4808817,156310
RETRIEVE,3426360,3456926,30566
RETRIEVE,2594646,2632932,38286
DELETE,2782906,3024986,242080
DELETE,1421935,1589316,167381
DELETE,2167683,2401796,234113
RETRIEVE,3605135,3635695,30560
ADD,2033220,2243190,209970
RETRIEVE,3481295,3530669,49374
ADD,605135,939026,333891
RETRIEVE,1172472,1219528,47056
RETRIEVE,1940859,1993563,52704
DELETE,2472122,2718538,246416
ADD,3002532,3300227,297695
RETRIEVE,3661933,3693307,31374
RETRIEVE,1790100,1815036,24936
RETRIEVE,3939629,4035463,95834
RETRIEVE,4721042,4752374,31332
ADD,3534371,3766214,231843
ADD,4314945,4531048,216103
ADD,2631900,2825676,193776
ADD,834163,1126744,292581
RETRIEVE,1900195,1954573,54378
DELETE,3173467,3317844,144377
ADD,1703145,2040677,337532
ADD,9924,239859,229935
ADD,597030,846272,249242
ADD,3201291,3451997,250706
RETRIEVE,4074176,4136132,61956
ADD,558307,949416,391109
RETRIEVE,4784051,4844877,60826
DELETE,351514,498087,146573
DELETE,3651564,3817472,165908
DELETE,3378117,3576654,198537
DELETE,2063049,2228605,165556
RETRIEVE,3738793,3779389,40596
RETRIEVE,3188766,3242584,53818
RETRIEVE,2435683,2494841,59158
DELETE,2329899,2537201,207302
RETRIEVE,1470851,1494193,23342
DELETE,614440,972363,357923
ADD,2664677,2801615,136938
RETRIEVE,1331461,1370407,38946
DELETE,1623150,1862664,239514
ADD,3133208,3426790,293582
RETRIEVE,983425,1018713,35288
RETRIEVE,2207987,2252015,44028
RETRIEVE,944512,1002124,57612
ADD,4136790,4363251,226461
ADD,1444663,1577988,133325
RETRIEVE,550466,595122,44656
RETRIEVE,1351647,1410693,59046
ADD,2054861,2314127,259266
ADD,414903,648052,233149
RETRIEVE,2376697,2427541,50844
RETRIEVE,2392981,2439351,46370
RETRIEVE,3376588,3410600,34012
ADD,2386746,2503163,116417
ADD,4275370,4439842,164472
RETRIEVE,4512550,4567270,54720
RETRIEVE,3469955,3536309,66354
ADD,135956,309730,173774
ADD,3311566,3513717,202151
DELETE,3496110,3899049,402939
ADD,3244477,3436196,191719
RETRIEVE,2378266,2436474,58208
DELETE,2871884,3135773,263889
RETRIEVE,3940629,3988459,47830
RETRIEVE,535178,584270,49092
RETRIEVE,4632834,4707076,74242
ADD,269522,525147,255625
DELETE,1132700,1414460,281760
DELETE,2265007,2506142,241135
ADD,233251,426397,193146
RETRIEVE,389312,421212,31900
RETRIEVE,3544670,3582288,37618
RETRIEVE,966011,1013285,47274
ADD,4532576,4790619,258043
RETRIEVE,1200357,1255625,55268
ADD,1863329,2092189,228860
ADD,488800,661730,172930
ADD,3480224,3643343,163119
ADD,1669072,1916341,247269
RETRIEVE,2945538,2988992,43454
DELETE,1364591,1739329,374738
ADD,103992,295683,191691
RETRIEVE,4730340,4761948,31608
RETRIEVE,2714787,2775573,60786
DELETE,3175759,3477206,301447
RETRIEVE,2050235,2107145,56910
RETRIEVE,960845,1040215,79370
RETRIEVE,1961478,2021250,59772
ADD,4499750,4629314,129564
DELETE,2464312,2696730,232418
DELETE,1697495,1884443,186948
DELETE,2774904,3034559,259655
RETRIEVE,2328795,2371001,42206
ADD,1714787,1934707,219920
RETRIEVE,4319608,4366008,46400
RETRIEVE,1999231,2030017,30786
RETRIEVE,1089921,1155259,65338
RETRIEVE,2471114,2488402,17288
RETRIEVE,1466204,1525676,59472
RETRIEVE,4166630,4202678,36048
ADD,1730105,1908659,178554
RETRIEVE,2056371,2102363,45992
RETRIEVE,4261674,4321710,60036
DELETE,4617781,4817236,199455
ADD,2901347,3102080,200733
DELETE,3696309,3952518,256209
ADD,491630,716080,224450
DELETE,2178267,2499475,321208
DELETE,722735,1026489,303754
RETRIEVE,872543,915063,42520
DELETE,1854829,2047326,192497
ADD,3110304,3405108,294804
ADD,2921397,3211301,289904
DELETE,976341,1159101,182760
DELETE,3037553,3462894,425341
ADD,2192091,2416652,224561
ADD,1209846,1513720,303874
ADD,3017168,3226174,209006
RETRIEVE,1971304,2011948,40644
ADD,569485,757294,187809
RETRIEVE,3916890,3958658,41768
ADD,2531860,2811350,279490
DELETE,2760494,2973095,212601
RETRIEVE,850275,909927,59652
ADD,3886842,4031914,145072
DELETE,1336335,1525506,189171
RETRIEVE,3617313,3658733,41420
DELETE,1115228,1335731,220503
DELETE,4046676,4276564,229888
RETRIEVE,740141,795383,55242
ADD,2275691,2525359,249668
RETRIEVE,3981434,4047070,65636
RETRIEVE,1315876,1342684,26808
DELETE,1216617,1385712,169095
ADD,4211341,4465104,253763
DELETE,4045234,4284693,239459
DELETE,1305234,1410923,105689
RETRIEVE,2807128,2859772,52644
ADD,4060409,4224334,163925
ADD,1636891,1781926,145035
ADD,3853051,3979835,126784
ADD,2752911,2913158,160247
RETRIEVE,1765458,1808448,42990
RETRIEVE,2973081,3029705,56624
ADD,2960845,3132923,172078
ADD,3216617,3394346,177729
ADD,2258582,2358045,99463
RETRIEVE,3690696,3759790,69094
DELETE,1230576,1450172,219596
DELETE,2578647,2902347,323700
ADD,4134501,4344906,210405
RETRIEVE,4505986,4546742,40756
ADD,1323530,1518343,194813
ADD,2814350,2977164,162814
DELETE,3467984,3682577,214593
RETRIEVE,2087249,2134555,47306
RETRIEVE,3392981,3435761,42780
RETRIEVE,1261911,1296423,34512
DELETE,3044322,3303838,259516
DELETE,4627122,4785340,158218
DELETE,1675120,1867561,192441
DELETE,4585263,4751606,166343
ADD,1506058,1855013,348955
DELETE,945538,1132393,186855
ADD,601916,801176,199260
DELETE,1376741,1655518,278777
RETRIEVE,2412025,2458829,46804
RETRIEVE,604912,626922,22010
RETRIEVE,4664415,4706167,41752
ADD,2364874,2659753,294879
DELETE,3537682,3779327,241645
DELETE,478977,642949,163972
ADD,2745160,3025290,280130
DELETE,1581201,1785529,204328
DELETE,1351514,1547393,195879
ADD,4439632,4778860,339228
RETRIEVE,358411,412739,54328
ADD,830509,1040108,209599
DELETE,2931947,3244298,312351
ADD,1314261,1507823,193562
ADD,441250,728597,287347
DELETE,3544414,3753133,208719
DELETE,2863329,3055057,191728
ADD,866779,1067382,200603
RETRIEVE,2931236,2966434,35198
ADD,1853235,2127454,274219
RETRIEVE,3423732,3483616,59884
DELETE,412641,669248,256607
ADD,72611,432637,360026
DELETE,4135084,4566104,431020
ADD,271354,500427,229073
RETRIEVE,1783915,1826599,42684
RETRIEVE,2390322,2447446,57124
RETRIEVE,1981434,2033782,52348
RETRIEVE,1434088,1484780,50692
DELETE,2944512,3140594,196082
ADD,3784277,4042598,258321
DELETE,3678275,4038153,359878
DELETE,3022935,3230987,208052
DELETE,3349569,3637481,287912
RETRIEVE,3986771,4029909,43138
RETRIEVE,3938297,3995483,57186
RETRIEVE,3150087,3209843,59756
RETRIEVE,2469955,2526557,56602
ADD,1645016,1775071,130055
ADD,773362,983276,209914
RETRIEVE,1587488,1652616,65128
ADD,1108711,1333847,225136
ADD,2056738,2341592,284854
DELETE,3371319,3587783,216464
DELETE,1887838,2132086,244248
RETRIEVE,4560355,4605937,45582
DELETE,2244477,2466352,221875
RETRIEVE,725067,774423,49356
DELETE,322130,598739,276609
DELETE,1195707,1403926,208219
RETRIEVE,4393675,4447537,53862
RETRIEVE,4423710,4473172,49462
DELETE,266134,494966,228832
DELETE,3986945,4234241,247296
DELETE,4309759,4449523,139764
ADD,3365716,3535061,169345
DELETE,3434943,3594736,159793
ADD,4389029,4425920,36891
ADD,575326,816851,241525
DELETE,928138,1148104,219966
DELETE,1570055,1856355,286300
DELETE,1221366,1373090,151724
RETRIEVE,3064695,3143189,78494
RETRIEVE,4302342,4368132,65790
RETRIEVE,2643385,2693297,49912
ADD,4364113,4685553,321440
DELETE,1911337,2075985,164648
ADD,3315810,3532376,216566
RETRIEVE,99190,154010,54820
RETRIEVE,3088853,3147527,58674
RETRIEVE,351510,396494,44984
RETRIEVE,4326780,4388438,61658
RETRIEVE,4784589,4847449,62860
ADD,129442,300103,170661
RETRIEVE,3180587,3225869,45282
ADD,3400338,3605277,204939
RETRIEVE,26362,87558,61196
RETRIEVE,1277286,1325694,48408
RETRIEVE,1892709,1943207,50498
DELETE,3309759,3489601,179842
RETRIEVE,3066025,3124279,58254
RETRIEVE,2251152,2306010,54858
ADD,509,225784,225275
DELETE,860654,1178981,318327
RETRIEVE,2602438,2633026,30588
DELETE,3537275,3733033,195758
ADD,1002532,1269738,267206
RETRIEVE,2974663,3023915,49252
